"Origin ID","Name","Alternative Name","ITI Number","Category","Source","Date","Palette","Threadcount","Notes","Origin URL"
"6176","Lang of Sherbrooke (Personal)","","6176","Australian; Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","WW#FCFCFC; P#780078; B#2C2C80; AG#00643C; Y#E8C000; K#101010;","AG/20 Y4 P4 AG4 P26 AG4 P4 AG2 K26 B48 WW/4","Produced (and presumably designed) by Geoffrey (Tailor) Highland Crafts for a family called Lang of Sherbrooke Forest in Victoria Australia - a small township adjoining the Sherbrooke Forest in the Dandenong Ranges, about 35 km. east-south-east of Melbourne","http://www.tartansauthority.com/tartan-ferret/display/6176/"
"6178","Wagga Wagga (District)","","6178","Australian; District","Johnston/Apelbee","pre 2004","LG#289C18; Y#E8C000; T#604000; AG#00643C; BL#1474B4; K#101010;","AG/16 K6 AG16 LG32 K2 T7 Y2 T7 Y2 T7 BL/13","Designed by Daphne Apelbee of Wagga Wagga and Betty Johnston of The House of Tartan (Australia). Wagga Wagga is a town of 57,000+ and is 300 miles southwest of Sydney, Australia. Wagga Wagga is Maori for 'Place of many crows'.","http://www.tartansauthority.com/tartan-ferret/display/6178/"
"6180","Chartered Institute of Bankers (Corp","C.I.O.B.S.","6180","Corporate","Kinloch Anderson Ltd","pre 2004","Y#E8C000; K#101010; LSB#98C8E8; N#888888;","Y/5 K34 N5 K5 N8 K5 N56 LSB5 N5 LSB36 Y/5","Designed by Kinloch Anderson of Edinburgh (Royal Warrant Holders) for the Chartered Institute of Bankers in Scotland. The CIOBS is the oldest banking institute in the world (est. 1875) and is Scotland's leading provider of banking professional qualifications to the banking and financial services sector.","http://www.tartansauthority.com/tartan-ferret/display/6180/"
"6182","U.S. Border Patrol (Corporate)","USBP","6182","American; Corporate","DeMik, Michael","2000","Y#E8C000; BL#1474B4; K#101010; WG#408060;","Y/6 K20 BL20 K30 WG/80","A tartan for the US Border Patrol (USBP). designed by Senior Patrol Agent Michael DeMik. Woven by Geoffrey Nicholsby.","http://www.tartansauthority.com/tartan-ferret/display/6182/"
"6183","Black Isle (Corporate)","Black Isle Pewter","6183","Corporate","Guibal, Robert Howard","pre 2004","K#101010; N#888888;","N/8 K4 N20 K20 N44 K/106","For the Black Isle Pewter company. Designer thought to be Robert Howard Guibal of Black Isle Pewter. Marton Mills swatch book. No more details.","http://www.tartansauthority.com/tartan-ferret/display/6183/"
"6184","Berwick Friendship (Corporate)","","6184","Corporate","Fraser, Donald","pre 2004","Y#E8C000; BL#1474B4; K#101010; R#C80000; WG#408060;","R/4 K2 Y2 BL24 WG12 BL12 WG12 Y24 R12 K12 BL/48","Thought to have been designed by the weaver/designer Donald Fraser of Berwick on Tweed for the town's twinning forum to be used for promotional purposes.","http://www.tartansauthority.com/tartan-ferret/display/6184/"
"6186","Cowe (Personal)","","6186","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","A#5C8CA8; BL#1474B4; K#101010; WW#FCFCFC;","K/16 A6 K64 BL28 WW6 K50 A/6","Designed for the Cowe family wedding.","http://www.tartansauthority.com/tartan-ferret/display/6186/"
"6187","de Nardi (Personal)","","6187","Canadian; Personal","De Nardi, Thomas & lesley","pre 2004","Y#E8C000; R#C80000; B#2C2C80; G#006818; N#888888;","N/6 R26 G6 R10 Y6 R10 B52 R/136","Designed for the De Nardi family of Winnipeg, Manitoba for the wedding of Thomas de Nardi and Lesley G Turner of Bellshill, Glasgow. Now for the use of the de Nardis of Winnipeg.","http://www.tartansauthority.com/tartan-ferret/display/6187/"
"6188","de Nardi Htg (Personal)","","6188","Canadian; Personal","De Nardi, Thomas & lesley","pre 2004","Y#E8C000; WW#FCFCFC; B#2C2C80; R#C80000; G#006818;","B/60 R6 B6 Y6 B6 G60 B72 WW/10","Designed for the De Nardi family of Winnipeg, Manitoba for the wedding of Thomas de Nardi and Lesley G Turner of Bellshill, Glasgow.","http://www.tartansauthority.com/tartan-ferret/display/6188/"
"6189","Highlands of Durham (Corporate)","","6189","Canadian; Corporate","Sprules, Robbie D.","2000","Y#E8C000; WG#408060; AK#1C1C1C; R#C80000; WW#FCFCFC;","Y/4 AK74 WG54 WW4 AK8 R/12","The Highlands of Durham Highland games are held in July each year at Port Perry - Uxbridge in Ontario, Canada. This tartan was designed by Robbie Sprules for the Millennium and produced by the Games organisers.","http://www.tartansauthority.com/tartan-ferret/display/6189/"
"6190","Elbrick Dress (Personal)","","6190","Personal; Restricted","Kinloch Anderson Ltd","pre 2004","WW#FCFCFC; BL#1474B4; R#C80000; Y#E8C000; WG#408060;","WW/10 BL4 R90 Y4 WG40 R12 BL44 R/12","Designed by Kinloch Anderson of Edinburgh for the Elbrick family. The colours incorporate those from the family's armorial bearings - blue and gold. This is a restricted tartan, with Kinloch Anderson Limited appointed as custodians.","http://www.tartansauthority.com/tartan-ferret/display/6190/"
"6193","Ford & Etal (Corporate)","","6193","Corporate","Hek, Ronnie","pre 2004","WW#FCFCFC; BL#1474B4; K#101010; R#C80000; WG#408060;","WW/4 K24 BL36 WG84 K4 R64 WW4 K/12","Ford and Etal are a couple of tiny villages just two miles apart and five miles south of the Scottish border. This tartan was created by Ronnie Hek of Coldstream for the first joint school built for the villages. The Field of Flodden is within five miles of the area.","http://www.tartansauthority.com/tartan-ferret/display/6193/"
"6194","Fredericton Police Force (Corporate)","","6194","Canadian; Corporate","Ashton, John","2001","LG#289C18; K#101010; B#2C2C80; R#C80000;","LG/8 B12 LG12 B20 LG12 B16 K110 R/12","Thought to have been designed by John (or Jon) Ashton for the 150th anniversary of the founding of the Frederiction Police Force of New Brunswick Canada in 1851 when the Force consisted of two officers.","http://www.tartansauthority.com/tartan-ferret/display/6194/"
"6195","Gamblin Thompson (Personal)","","6195","Personal","Viking Technology","pre 2004","WG#408060; WW#FCFCFC; B#2C2C80; LB#2888C4; K#101010; R#C80000;","LB/8 WG52 R8 K24 B92 WW/4","A design from Viking Technology of Glasgow for Julia and Mark Thompson who have added Julia's maiden name - Gamblin - to the family name of their children.","http://www.tartansauthority.com/tartan-ferret/display/6195/"
"6196","Baron of Greencastle (Personal)","","6196","Personal","Albergaria, Stehpen de","pre 2005","WW#F8F8F8; B#2C2C80; G#006818; Y#E8C000; K#101010; DR#880000;","G/8 Y4 G48 DR4 K24 B6 K4 B4 K4 B24 WW2 B2 WW/6","The three Baron of Greencastle tartans (6196, 6667, 6668) were designed by Stepehen de Albergaria of Paris and celebrate his Sutherland forebears. His father was John Elliot Sutherland, his g-grandfather John Duffus Sutherland and his g-g-grandfather John Sinclair Sutherland. His mother carried the ancient XIIth century noble family name from Portugal of Albergaria which Stephen has adopted as a family surname. He also has arms matriculated in Scotland and Spain. His full name is Stephen Teixeira de Albergaria Baron of Greencastle. Tartan obtained via Niall Hamilton.","http://www.tartansauthority.com/tartan-ferret/display/6196/"
"6197","Groen (Personal)","","6197","Dutch; Personal","Groen van Abtsdale, Ronald","Sep. 2000","WW#FCFCFC; R#C80000; LB#506878; G#184C20; Y#E8C000; K#101010;","WW/6 G6 K6 Y2 G36 K48 LB30 R8 LB6 R4 LB/24","Vrijheer Ronald Groen van Abtsdale of Holland is Lieutenant to the Captain of the Clan Ranald and webmaster for Clan Ranald. STS Notes - designed as a new MacDonald sett to commemorate forming a new branch in the Low Countries.","http://www.tartansauthority.com/tartan-ferret/display/6197/"
"6198","Isle of Harris (District)","","6198","District","Beartas","2002","WW#FCFCFC; LG#289C18; K#101010; B#2C2C80; LB#2888C4;","WW/8 B80 K8 LG16 K16 LB/24","Beartas was formed by a group of 6th year pupils of the Sir E Scott School at Tarbert on the Isle of Harris to develop, market and sell the Isle of Harris tartan as part of the Young Enterprise Scotland (YES) Company Programme. Their project won the 2003 Young Enterprise UK Award at the Savoy Hotel in London in July 2003.The school has 150 pupils in all. Thread count quadrupled and dubious until larger sample is received.It was taken from a Harris Tweed necktie with a full sett of only 2.5cms. In some weavings the black may be dark/navy blue.","http://www.tartansauthority.com/tartan-ferret/display/6198/"
"6199","Hoban (Name)","","6199","Name","","pre 2004","WG#408060; WW#FCFCFC; B#2C2C80; LV#C49CD8; Y#E8C000; K#101010;","Y/12 LV36 K12 LV16 K36 WG60 K36 B44 WW/8","A personal tartan for the Hoban family produced by Geoffrey (Tailor) Highland Crafts Ltd of Edinburgh. Threadcount doubled. Feb. 2010 - Phil Smith advises that it is for all of the name.","http://www.tartansauthority.com/tartan-ferret/display/6199/"
"6200","Kapasi (Personal)","","6200","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","WG#408060; WW#FCFCFC; LV#C49CD8; K#101010; O#D87C00; R#C80000;","LV/4 K24 WG4 K4 WG4 K4 WG32 K6 WW6 K6 R24 WG12 O/4","Designed for a family wedding and produced by Geoffrey (Tailor) Highland Crafts Ltd of Edinburgh.","http://www.tartansauthority.com/tartan-ferret/display/6200/"
"6201","Hobkirk (School)","","6201","Corporate","Hek, Ronnie","pre 2004","WG#408060; WW#FCFCFC; R#C80000; Y#E8C000; LP#B468AC; BL#1474B4;","BL/20 WW4 LP36 BL20 R16 BL20 WG80 Y4 WG4 Y/4","A tartan from Ronnie Hek of Coldstream for Hobkirk School in Bonchester Bridge, Roxburghshire in the Scottish Borders. Thread count doubled.","http://www.tartansauthority.com/tartan-ferret/display/6201/"
"6202","Lachine (District)","","6202","Canadian; District","Lachine Weavers' Guild","pre 2004","WW#FCFCFC; LG#289C18; R#C80000; LB#2888C4; Y#E8C000; K#101010;","Y/4 R2 K2 LG40 WW4 LG4 WW4 LG4 WW4 LG4 WW4 LG16 LB16 WW4 LB4 WW4 LB4 WW4 LB4 WW4 LB40 K2 R/2","Produced by the Guilde des Tisserandes de Lachine this complicated asymmetric sett is typical of Quebec weaving tradition. Lachine is close to Montreal on Lake Saint-Louis and historically occupied a strategic position on the fur route as a departure and arrival point for trading expeditions. The colours used here are from the city's coat of arms. Colours of this 'emblamatic' tartan are were inspired by the crest and loogo used by the city between 1979 and 2001.","http://www.tartansauthority.com/tartan-ferret/display/6202/"
"6203","Lachine (Historic) (District)","","6203","Canadian; District","Lachine Guild of Weavers","pre 2004","WW#FCFCFC; LG#68C060; R#C80000; LB#4CA4D8; Y#E8C000; K#101010;","R4 Y4 WW28 K40 LB52 LG52 WW52","Another asymmetric sett from the Guilde des Tisserandes de Lachine. #6202 was said to be an emblematic tartan using the 'city colours'. This one uses lighter shades of the same colours but is said to be a 'historical' tartan that is a portrait of Lachine, the artistic representation of a sunset over Lac Saint-Louis, and by the same token, a reflection of the history of Lachine in its coloours and composition. THis further info from Jon Fitzpatrick of Vancouver Island, July 2008. Lachine was an early fur trading centre in Quebec and is close to the island of Montreal on Lake Saint-Louis.","http://www.tartansauthority.com/tartan-ferret/display/6203/"
"6204","Hubbard Foundation of Scotland (Corp","","6204","Corporate","Lochcarron of Scotland","pre 2004","WW#FCFCFC; Y#E8C000; NB#003C64; B#2C2C80; DB#202060;","WW/4 NB16 B6 NB8 B6 DB28 B6 DB28 NB32 Y6 DB/8","The STA has a duty to list all publicly known tartans of which it is made aware. Such listing however should not be taken as endorsement of the individial or corporate owner of that tartan. Lochcarron swatch.","http://www.tartansauthority.com/tartan-ferret/display/6204/"
"6205","Leel (Personal)","","6205","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","WG#408060; WW#FCFCFC; B#2C2C80; LB#2888C4; SB#A8ACE8; K#101010;","WG/4 K4 WW4 WG12 LB12 K4 LB6 K4 LB12 K16 SB4 B20 WG16 B4 WG/16","A personal tartan for Philip Leel and his family.","http://www.tartansauthority.com/tartan-ferret/display/6205/"
"6206","Leung (Personal)","","6206","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","WW#FCFCFC; B#2C2C80; LP#B468AC; G#006818; Y#E8C000; K#101010;","Y/6 K4 G26 WW4 K38 B50 LP4 K14 LP/8","A Personal tartan for a customer named Leung. No further details known.","http://www.tartansauthority.com/tartan-ferret/display/6206/"
"6207","Locky (Name)","","6207","Name","Dalgliesh, D C","pre 2004","WW#FCFCFC; Y#E8C000; R#C80000; B#2C2C80; K#101010;","R/6 WW4 R4 B4 R4 B48 K56 R4 K6 Y/2","A tartan from D C Dalgliesh of Selkirk for Locky,Lockie, Lockey, Lockee and Lokky familes from Scotland . Originator: Lockeymusicco@embarqmail.com","http://www.tartansauthority.com/tartan-ferret/display/6207/"
"6208","MX-5 Owners' Club (Corporate)","","6208","Corporate","Geoffrey (Tailor) Highland Crafts","pre 2004","WW#FCFCFC; R#C80000; B#2C2C80; LB#2888C4; G#006818;","R/12 B54 LB4 G4 LB4 G60 WW/8","A tartan for the Mazda MX-5 car club.","http://www.tartansauthority.com/tartan-ferret/display/6208/"
"6209","Mack (Name)","","6209","Name","Mack, Paul Philip","pre 2004","WW#FCFCFC; K#101010; R#C80000; LB#2888C4; G#006818;","G/4 R4 G42 K16 LB16 K4 LB56 K4 LB16 K16 G42 WW4 G/4","A family tartan controled by the designer Paul Philip Mack. Use is likely to be granted to any with the name as long as the use of the design is not part of a commercial project. (Notes from old STWR website).","http://www.tartansauthority.com/tartan-ferret/display/6209/"
"6210","Made in Scotland (Corporate)","","6210","Corporate; Dutch","","pre 2004","WW#FCFCFC; PB#9058D8; K#101010; LB#2888C4; O#D87C00;","WW/6 K18 LB4 K2 LB4 K2 LB4 K2 LB4 K2 LB40 O4 LB40 K2 LB4 K2 LB4 K2 LB4 K2 LB4 K4 PB/4","For a Scottish-owned company from Bosch en Duin in the Netherlands who produce golf accessories.","http://www.tartansauthority.com/tartan-ferret/display/6210/"
"6211","Maier (Personal)","","6211","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","K#101010; R#C80000; DY#E8C000;","K/8 DY4 K74 R6 K6 R6 K44 R6 K6 R/14","No details.","http://www.tartansauthority.com/tartan-ferret/display/6211/"
"6212","McCallie (Name)","","6212","Name","Viking Technology","pre 2004","WW#FCFCFC; K#101010; R#C80000; B#2C2C80;","R/8 K24 B132 WW/8","From Viking technology of Glasgow for all of the name.","http://www.tartansauthority.com/tartan-ferret/display/6212/"
"6213","McKnight (Personal)","","6213","Personal","McKnight, Graham Ellis","pre 2004","Y#E8C000; R#C80000; B#2C2C80; LB#2888C4; K#101010;","LB/16 Y4 R112 B96 K20 LB20 K/12","A personal tartan for the McKnight family from Bearsden - an outskirt of Glasgow.","http://www.tartansauthority.com/tartan-ferret/display/6213/"
"6214","McKnight Dress (Personal)","","6214","Personal","McKnight, Graham Ellis","pre 2004","WW#FCFCFC; R#C80000; B#2C2C80; LB#2888C4; Y#E8C000; K#101010;","B/16 Y4 WW40 R112 B100 K40 LB20 K/12","","http://www.tartansauthority.com/tartan-ferret/display/6214/"
"6215","Merwe (Name)","","6215","Name","Merwe, Hendrik Van der","pre 2004","Y#E8C000; WW#FCFCFC; K#101010; R#C80000; G#006818;","G/30 Y4 K60 G64 R6 WW/4","For the family of Hendrik A Van der Merwe who settled in South Africa in the 1700s. Others of the same name may wear it.","http://www.tartansauthority.com/tartan-ferret/display/6215/"
"6216","Mensah (Corporate)","","6216","Corporate","","2003","Y#E8C000; K#101010; R#C80000; B#2C2C80; G#006818;","Y/6 G18 B18 K2 Y4 K30 R74 G/4","Said to be a corporate tartan from D C Dalgliesh of Selkirk.","http://www.tartansauthority.com/tartan-ferret/display/6216/"
"6217","Michaluk (Personal)","","6217","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","BL#1474B4; WG#408060; K#101010; GO#BC8C00;","K/12 BL16 WG80 K80 WG12 GO/12","No details - assumed Personal for someone with the surname of Michaluk.","http://www.tartansauthority.com/tartan-ferret/display/6217/"
"6218","Mirror (Corporate)","","6218","Corporate","Geoffrey(Tailor) Highland Crafts","pre 1999","WW#FCFCFC; R#C80000; B#2C2C80; K#101010;","R/20 B104 K48 WW/8","Designed to celebrate the launch of the Scottish Mirror Newspaper.","http://www.tartansauthority.com/tartan-ferret/display/6218/"
"6219","NHS Grampian (Corporate)","National Health Service Grampian, NHS Scotland","6219","Corporate","King, Michael","July 2002","WW#FCFCFC; LSB#98C8E8; K#101010; LB#2888C4;","K/8 WW2 LSB4 WW2 K32 LB72 LSB/8","Menswear and tartan hire company Philip King of Aberdeen approached the NHS in Grampian suggesting that they should desing for the service. This was welcomed and it was decided that the colours of the new NHS Grampian logo - two shades of blue - should be incorporated. A percentage of all sales of the new tartan is donated to NHS Grampian, which will be utilised in a special fund for staff development. Woven by D C Dalgliesh who called it NHS Scotland.","http://www.tartansauthority.com/tartan-ferret/display/6219/"
"6220","Parkhead (District)","","6220","District","Geoffrey (Tailor) Highland Crafts","pre 2004","WW#FCFCFC; LG#289C18; K#101010; G#006818; DY#E8C000;","G/4 WW4 LG4 WW8 LG16 G20 DY4 K28 G36 K4 G/4","Said by Geoffrey (Tailor) to be a 'Universal' tartan, it bears a close resemblance to the Celtic Football Club tartan whose stadium happens to be in Parkhead.","http://www.tartansauthority.com/tartan-ferret/display/6220/"
"6221","Perratt (Personal)","","6221","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","WW#FCFCFC; K#101010; R#C80000; G#006818;","K/166 G8 R8 G20 K2 WW/6","Assumed to be Personal in the absence of any further details.","http://www.tartansauthority.com/tartan-ferret/display/6221/"
"6222","Portmeirion (Corporate)","","6222","Corporate","","pre 2004","WW#FCFCFC; P#780078; DR#880000; LB#2888C4; LG#289C18;","DR14 WW5 P27 WW33 LG5 LB10 WW33 P27 WW5 DR14 WW33 LB10 WW5 LG5 WW56","Asymmetric. Portmeirion is a well known pottery company based in Stoke on Trent England. This sett is said to have been halved.","http://www.tartansauthority.com/tartan-ferret/display/6222/"
"6224","Presley of Lonmay (Fashion)","","6224","Fashion","King, Michael","pre 2004","LN#C0C0C0; BL#1474B4; K#101010; Y#E8C000; WG#408060;","K/4 LN50 K4 BL16 K4 WG56 Y/4","When the 18th century ancestors of Elvis Presley were traced to the small village of Lonmay in north Aberdeenshire, Mike King of Philip King Ltd of Aberdeen quickly designed this tartan.","http://www.tartansauthority.com/tartan-ferret/display/6224/"
"6225","Richecourt, Baron of (Personal)","","6225","Personal","","pre 2004","WW#FCFCFC; Y#E8C000; K#101010; R#C80000;","WW/8 K60 R2 K2 R6 WW24 Y/6","This records the existance of a tartan with the above name. Its appearance in this historical resource should not be taken as conferring any legitimacy on any claims made by its owner. Believed to have been designed as a family tartan for a Gary Martin Beaver who is also known as Lord Newport, Lord Beaver of Newport, His Supreme Excellency the Right Honourable Chevalier Gary Beaver and Baron of Richecourt, Doctor of Laws. It's believed that Mr Beaver has bought various manorial lordships connected with the Isle of Wight (off the south cost of England). Much comment exists at www.faketitles.com.","http://www.tartansauthority.com/tartan-ferret/display/6225/"
"6226","Richmond de Ellel (Personal)","","6226","Personal","Richmond, Alan","pre 2004","WW#FCFCFC; LT#A08858; R#C80000; K#101010;","WW/10 LT50 K20 R6 K20 LT50 K/10","A personal tartan for the family of a Mr Alan Richmond - no further details known. Same colours as the Burberry check.","http://www.tartansauthority.com/tartan-ferret/display/6226/"
"6227","Strategic Staffing Solutions (Corpor","S3","6227","Corporate","Hek, Ronnie","pre 2004","M#901C38; AW#FCFCFC; G#5C6428;","M/20 AW8 G/120","S3 stands for Strategic Staffing Solutions an IT recrutiment company that was founded in Detroit in 1990 and now has offices throughout the USA. Woven sample from Ronnie Hek Juky 2014.","http://www.tartansauthority.com/tartan-ferret/display/6227/"
"6228","Sachie Hara (Personal)","","6228","Japanese; Personal","Kinloch Anderson Ltd","pre 2004","WW#FCFCFC; R#C80000; B#2C2C80; K#101010; G#006818;","WW/6 R42 G48 B8 K/10","Sachie Hara is a young Japanese actress and TV presenter. This design is by Kinloch Anderson and is said to be a combination of the Douglas tartan and the Japanese flag. Apparently the Japanese Consulate General wore a Douglas kilt for the 1991 visit of the Crown Prince of Japan.","http://www.tartansauthority.com/tartan-ferret/display/6228/"
"6229","Shandon (Personal)","","6229","Personal","","pre 2004","WG#408060; WW#FCFCFC; Y#E8C000; P#780078; BL#1474B4; K#101010;","K40 WG36 K4 Y4 K10 WW4 K4 WG36 K40 P36 BL8 P8 BL8 P36","Asymmetric. Very few details. A personal tartan for those of the Barony of Shandon - thought to be in Ireland. Sir Niall Horan Bt, The Lord Shandon. Taken from a poor graphic so threadcount can't be guaranteed.","http://www.tartansauthority.com/tartan-ferret/display/6229/"
"6231","Sprouston (Corporate)","","6231","Corporate","Hek, Ronnie","pre 2004","WW#FCFCFC; LG#289C18; R#C80000; Y#E8C000; T#604000; BL#1474B4;","WW2 T6 R6 T6 WW2 T6 R6 T6 WW2 T6 BL24 T12 BL24 LG12 Y6 LG12 Y6 LG12 BL24 T6 BL24 LG12 Y6 LG12 BL24 T6","Asymmetric. For Sprouston Primary Scool in Roxburghshire in the Scottish Borders. Sprouston is a small town near Kelso. The name is thought to come from the Old English - 'tun' - the farmstead, of someone called 'Sprow'.","http://www.tartansauthority.com/tartan-ferret/display/6231/"
"6232","St. Margaret's (Corporate)","","6232","Corporate","Geoffrey (Tailor) Highland Crafts","pre 2004","WG#408060; WW#FCFCFC; LP#B468AC; G#006818; LN#C0C0C0; K#101010;","WW6 K32 G6 WG16 LN24 WG16 LN24 K6 WG16 K6 LP24 K6 LP24 K6 WG16 G6 K32","Asymmetric. An unusual asymmetric tartan from Geoffrey (Tailor) for the Edinburgh independent girls' school of St Margaret's. The tartan owes its design to the Buchanan - the school was founded in 1890 by James and Annie Buchanan.","http://www.tartansauthority.com/tartan-ferret/display/6232/"
"6233","Sutherland de Albergaria (Personal)","","6233","Personal; Portugese","Albergaria, Stephen de","pre 2004","WW#FCFCFC; Y#E8C000; K#101010; R#C80000;","WW/10 K2 WW2 K66 Y6 R48 K5 R/8","A personal tartan for the family of Stepehen de Albergaria and his family - said to have close Scottish and Portugese connections. Family coat of arms was granted by the Spanish King of Arms 7 November 2002 and matriculated in the Court of the Lord Lyon 24 March 2003. Motto:- En Avant Sans Peur.","http://www.tartansauthority.com/tartan-ferret/display/6233/"
"6234","Thistle Dubh (Fashion)","","6234","Fashion","Geoffrey (Tailor) Highland Crafts","pre 2004","WW#FCFCFC; DN#5C5C5C; K#101010; LV#C49CD8; WG#408060;","WW/10 DN6 WW6 DN40 K30 DN20 WG4 DN4 WG6 DN4 WG6 DN12 LV6 DN8 LV/10","This was designed for the Geoffrey (Tailor) Highland Crafts kilthire business. The amusing derivation of the name explains that when shown the design someone said 'This'll do' which became Thistle Dubh!","http://www.tartansauthority.com/tartan-ferret/display/6234/"
"6235","Trillard (Personal)","","6235","Personal","Geoffrey (Tailor) Highland Crafts","pre 2004","BL#1474B4; WW#FCFCFC; K#101010; R#C80000;","BL/4 K4 BL48 WW16 K24 WW16 BL20 K16 R12 K6 R6 BL/8","For a family named Trillard - no further details.","http://www.tartansauthority.com/tartan-ferret/display/6235/"
"6236","Healy (Name)","","6236","Name","","pre 2004","Y#E8C000; B#2C2C80; R#C80000; LSB#98C8E8; AB#1870A4;","Y/8 B8 LSB8 AB28 R16 Y32 B16 AB40 LSB8 B8 AB/36","Found on Australian Doyle website. It is a copy of Clan Cian (#43) with a couple of colours changed. The choice of Cian no doubt prompted by the suggestion in Phil Smith's book 'Tartan for Me' that Healy's could wear Clan Cian. That apparently came from The O'Carroll himself.","http://www.tartansauthority.com/tartan-ferret/display/6236/"
"6237","Presley of Memphis (Fashion)","","6237","Fashion","Wilton, Brian","April 2004","WW#FCFCFC; RB#000088; CLR#E87878; ZR#A00000; DY#E0B000;","DY/8 WW2 RB84 CLR2 WW42 RB8 WW8 ZR/8","Designed for Presley Tribute Artist Robert Ainsley of Port Seton, Scotland. Based on the 'America' tartan designed in 1975 and presented to US First Lady Betty Ford in 1976. That original America sett was designed by a J. Cumming of Forfar - the county adjacent to that where Elvis Presley's forebears originated. This adaptation retains the colours of the US flag and discretely introduces Elvis Presley's favourite colour pink plus a gold band to represent his legendary number of Gold Discs. The white threadcount is 42 which was the 'King's' age when he died. The narrow white is 8 threads and represents the day of the month in which he was born whilst the 8 blue represents the month of the year in which he died.","http://www.tartansauthority.com/tartan-ferret/display/6237/"
"6238","Forfar (District)","","6238","District","Mackie, Arthur","March 2004","A#5C8CA8; WW#FCFCFC; LT#A08858; B#2C2C80; DY#E8C000; R#C80000;","A/6 DY2 A46 WW40 LT2 WW8 B44 A8 B8 R/2","Designed by Arthur Mackie of The Strathmore Woollen Co. Ltd of Forfar which is the county town of Angus in Scotland. Historically Forfar has royal connections with King Malcolm II and III, Alexander II and III and King Robert the Bruce, all of whom favoured the town which resulted in Forfar being created as a Royal Burgh in the mid 12th century. The colours of the tartan are from the Coat of Arms displayed in the Council Chambers and the tartan has been approved by the town's Community Council.","http://www.tartansauthority.com/tartan-ferret/display/6238/"
"6241","Grant of Edinchat (Clan)","","6241","Artifact; Portrait","","pre 1720","B#2C2C80; G#006818; MR#C04C08;","B/8 MR112 G52 MR8 B52 MR/8","Sindex Card from Jim McAslan 2003: James Scarlett explanatiion: Widowed Mrs Dunbar came to marry MacBain of Tomatin (Invereen) about 1720 and she brought her family with her. This plaid was found (date?) at Edinchat in Strathdearn. MacBain died in 1859 and the last member of that MacBain family was in an Inverness retirment home in 2004. This is Grant of Lurg (#527) with a blue line on red instead of a white line. See also dress tartan for same family at #1248.","http://www.tartansauthority.com/tartan-ferret/display/6241/"
"6243","Glenfinnan (Clan?)","MacDonald of Glenalladale Gle..","6243","Clan; Family","","1772","WW#FCFCFC; LG#78A064; B#506880; DR#880000;","B56 DR52 WW4 B10 WW4 DR52 LG56 DR10 WW4 DR10","Asymmetric. Full name Glenfinnan (MacDonald of Glenalladale) or - as is shown at 3280 (a duplicate of this sett) - MacDonald of Glenalladale [Glenfinnan]. Copied and reproduced in 1968 from a scrap discovered in Canada by Ranald S.J.MacDonald. Original owned by an elderly priest who claimed to be a descendent of Capt John MacDonald of Glenalladale whose 'heroic' father was Major Alexander MacDonald one of Prince Charle's staunchest supporters. Lt.Col Ian Cameron Taylor organised the weaving and liaised with the National Trust at Glenfinnan where the tartan was retailed. Sindex notes say ""An asymmetrical sett . . .unwitting error by Col. Taylor owing to lack of evidence at the time."" For more detail try (March 2004) http://www.macdonald60.fsnet.co.uk/cdm04a13.htm","http://www.tartansauthority.com/tartan-ferret/display/6243/"
"6244","Haig Check (Estate Check)","Gladstone, Buccleuch Check","6244","Check; Estate","Griffiths, Sir Richard W.","1908","BL#1474B4; WW#FCFCFC; K#101010;","BL/12 WW12 K12 WW12 K12 WW12 K12 WW/12","Designed by the Colonel of the 4th Battalion King's Own Scottish Borderers in 1908 and used for the pipers' plaids. Earl Haig's family adopted it since he was also a Colonel of the battalion. It was also known as the Gladstone (connection not known as yet) and the Buccleuch Check - the connection with Buccleuch is also being researched. The name Haig possibly evolved from Norman or Norwegian history. In Scotland, the Haig name goes back at least to the time of Robert III. Around 1453 the Haig estate was divided among heirs. David Haig sold his share, changed his name to Hoge, and moved to Musselborough. Once in America, many of the Hoges changed to the now more common spelling of Hogue. (RootsWeb June 2004)","http://www.tartansauthority.com/tartan-ferret/display/6244/"
"6245","Freemasons' Universal (Corporate)","","6245","American; Corporate","Gilmour, Anne Carroll","Dec 2003","WG#408060; WW#FCFCFC; B#2C2C80; P#780078; GO#BC8C00; K#101010; R#C80000;","R/4 B32 K16 WG2 P16 GO2 P4 WW/4","This was commissioned by the Grand Lodge, Free & Accepted Masons of Utah for the use of all Masons worldwide. Designed by Anne Carroll Gilmour of Park City, Utah the colours relate to the various ""Masonic organisations and appendant bodies."" Woven by the Strathmore Woollen Company of Forfar.","http://www.tartansauthority.com/tartan-ferret/display/6245/"
