"Source", "Source ID", "Type", "Category", "Name", "Threadcount" 
"House of Tartan", "952", "STA P", "Clan", "MacBean", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;DR=901C38MARROON;R=C80000RED;W=E0E0E0WHITE; G/14W4R8DR8G4DR8R8W4K4G20K4W4K4B4W4B4K8W4R/114"
"House of Tartan", "925", "STA P", "Clan", "MacBean (2)", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;DR=880000DARK RED;G=006818GREEN;DR=901C38MARROON;R=C80000RED;W=E0E0E0WHITE; G/12W4DR6R6DR6G4DR6R6DR6W4K4G18K4W4DB4B4A4W4A4B4DB4W4R/64"
"House of Tartan", "2415", "STA P", "Clan/Family", "MacBean Dress (Clan)", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;DR=901C38MARROON;R=C80000RED;W=E0E0E0WHITE; G/20W8R8DR8G4DR8R8W8G20W8A8W4A8W46K4R/4"
"House of Tartan", "1220", "STA P", "Family", "MacBean Meta..", "A=5C8CA8AZURE;K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; K/12W80A10W4A10W10G24W10R10SCR10G4SCR10R10W10G20W10R10SCR10G4SCR10R10W10G24W10A10W4A10W80R/12"
"House of Tartan", "679", "STA P", "Clan", "MacBeth", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/80Y8K6W4K6W4K6G20R12K4R8W/4"
"House of Tartan", "2153", "STA P", "Family", "MacBride", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LP=B468ACMAUVE;Y=E8C000YELLOW; Y/6G30K30G30LP6G30K30B30K4B30K30G30Y/6"
"House of Tartan", "1379", "STA P", "Family", "MacCainsh", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/4B16K2G4K2G8K2G4K2B16Y/4"
"House of Tartan", "2238", "STA P", "Family", "MacCall", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;PH=6C0070HEATHER;LN=C0C0C0LIGHT GRAY; DR/12K8DR16G32DR12LN4DR4G4DR4LN4DR12G36P12G4P/2"
"House of Tartan", "767", "STA P", "Clan", "MacCallum", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN; G/16K4A2G8K12B12K/2"
"House of Tartan", "1279", "STA P", "Corporate", "MacCallum High School", "B=2C2C80BLUE;N=888888GREY; N/54B18N6B66N/6"
"House of Tartan", "7241", "STA P", "Clan", "MacCamley", "Y=E8C000YELLOW;K=101010BLACK;BG=588CA8AZURE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;DR=880000DARK RED;DG=00400C; DG/29G16K8R4DG16G16Y4R4K16BG4G28DG/16"
"House of Tartan", "1152", "STA P", "Family", "MacCaskill", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/4R2G30K30B30Y2K/4"
"House of Tartan", "169", "STA P", "Clan", "MacCaughan or MacEachain", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LP=B468ACMAUVE;R=C80000RED; LP/8G24K8B24K4R/8"
"House of Tartan", "325", "STA P", "Clan", "MacClellan", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/18K5G3R3G6K2Y2K2G6R3G3K10B5K/10"
"House of Tartan", "3330", "STA P", "Clan/Family", "MacClure", "K=101010BLACK;DR=800000DARK RED;G=006818GREEN;RB=1C0070ROYAL BLUE;DW=B8B8B8OFF WHITE; K/8DW4DR8G24DR8RB16DR8K8DR60G8DR8K/4"
"House of Tartan", "3331", "STA P", "Clan/Family", "MacClure Hunting", "G=006818GREEN;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;OT=603800OLIVE BROWN;K=101010BLACK;ASR=CC4438SCARLET OLD;DW=B8B8B8OFF WHITE; K/8DW4G8OT24G8NB16G8K8G60ASR8G8K/4"
"House of Tartan", "878", "STA P", "Clan", "MacColl", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/8R2G2R24B2R2B6R2B2R4G16R2B2R/24"
"House of Tartan", "1637", "STA P", "Clan", "MacColl Hunting", "B=2C2C80BLUE;C=A00048CRIMSON;OG=5C6428OLIVE GREEN;R=C80000RED;W=E0E0E0WHITE; C/4R4OG4R14OG44R14C4W2R4B4R4W2C4R14B44R12C6R/12"
"House of Tartan", "2340", "STA R", "Family", "MacComb", "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;WG=408060WTHRD GREEN; B6R4B36K12G36Y4WG6Y4G36K12B36R4"
"House of Tartan", "141", "STA P", "Clan", "MacConnell", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/44G12B10A4G44R12G10R8G18W/6"
"House of Tartan", "7161", "STA P", "", "MacCormick Tartan", "Y=E8C000YELLOW;K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;B=2C2C80BLUE; Y/6K2B40K32G40K2W/6"
"House of Tartan", "1091", "STA P", "Clan", "MacCormick Dress", "K=101010BLACK;G=006818GREEN;R=C80000RED; K/6G26K20R26K4R/6"
"House of Tartan", "283", "STA P", "Clan", "MacCorquodale", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;R=C80000RED; B/8K8A48K48B56K8R/14"
"House of Tartan", "1635", "STA P", "Clan", "MacCoul", "B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED; SCR/8R72B2R4G24R24G24SCR12R4SCR12B24R8G4R8G4R4SCR4R/24"
"House of Tartan", "3346", "STA R", "Clan/Family", "MacCulloch Dress", "R=C80000RED;W=E0E0E0WHITE;B=2C2C80BLUE;G=006818GREEN;DB=202060DARK BLUE;DG=003820DARK GREEN;ET=4C0000EARTH;K=101010BLACK;LN=C0C0C0LIGHT GRAY;OT=603800OLIVE BROWN; OT10K6G4R40B20W4G2OT2W40K8OT6K8W40OT2G2W4B20R40G4K6"
"House of Tartan", "3214", "STA P", "Family", "MacCullough", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;ZR=B45804RUST;W=E0E0E0WHITE; ZR/6K8G40R2W2G4B20R40W4K6ZR/10"
"House of Tartan", "1180", "STA P", "Clan", "MacDiarmid", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; K/24R4K56G24K2W6K2G24R/8"
"House of Tartan", "1486", "STA P", "Clan", "MacDiarmid Dress", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/4G32K3W4K3G32W37R12W/38"
"House of Tartan", "1104", "STA P", "Family", "MacDona", "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED; K/18G17R12G17DB18G52R/35"
"House of Tartan", "419", "STA P", "Clan", "MacDonald", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/16R2B4R6B24R2K24G24R6G4R2G/16"
"House of Tartan", "1997", "STA R", "Clan", "MacDonald Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B24R6B4R2B16R2B4R6B24R2K24G24R6G4R2G16R2G4R6G24K24W4K8W32K2R8K2W32K8W4K24R2"
"House of Tartan", "1998", "STA R", "Clan", "MacDonald Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B36R14B4R4B14R4B4R14B36R4K36W16B14W80B4R16B4W80B14W16R4K36G36R14G4R4G12R4G4R14G36K36R4"
"House of Tartan", "2001", "STA R", "Clan", "MacDonald Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE; B8R2B2R2B2R2B2R2K8R2K8G8R2G2R2G2R2G2R2G8K8W4R2W14LB6W46LB6W14R2W4K8"
"House of Tartan", "618", "STA P", "Portrait", "MacDonald Lord of the Isles", "B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/24W2B4W4B4W2B24W2B4W4G4W2G/48"
"House of Tartan", "4199", "STA P", "Design", "MacDonald MINI", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/8R2B2R3B12R2K12G12R3G2R2G/8"
"House of Tartan", "3211", "STA P", "Clan", "MacDonald of Ardnamurchan", "K=101010BLACK;R=C80000RED;Y=E8C000YELLOW; Y/4K2R24K16R8K16R/8"
"House of Tartan", "1668", "STA P", "Clan", "MacDonald of Boisdale", "B=2C2C80BLUE;G=006818GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE; R/32W2B12W2R8LG2G12LG2R8LG2G32LG2R48W2B64W2R12W2B12W2R/32"
"House of Tartan", "427", "STA P", "Clan", "MacDonald of Clanranald", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/12R4B4R6B24R4K22W4G22R6G4R4G/12"
"House of Tartan", "36", "STA P", "Family", "MacDonald of Dunyveg", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;R=C80000RED; B/20P4B6R8B28R4K28G28R8G6P4G/20"
"House of Tartan", "79", "STA P", "Artifact", "MacDonald of Glenaladale", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/3A1R30B32R3W1R3G23R31B3W/1"
"House of Tartan", "1012", "STA P", "Artifact", "MacDonald of Glencoe", "A=5C8CA8AZURE;B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;LR=D05054ROSE;R=C80000RED; G/8LR2SCR8G4SCR96A2B26SCR12G80SCR4B4LR2SCR/12"
"House of Tartan", "6553", "STA P", "Fashion", "MacDonald of Glencoe (Dance)", "W=E0E0E0WHITE;P=8C008CPURPLE;SL=A00024SCARLETT;LG=289C18LIGHT GREEN;SB=A8ACE8SKY BLUE;B=2C2C80BLUE;NB=002440NAVY BLUE; P/8B4P8LG6P52SB4NB24W62NB4P4SL4P/12"
"House of Tartan", "1562", "STA P", "Clan", "MacDonald of Kingsburgh", "G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/6G6Y2R36W2G42Y2G2Y/6"
"House of Tartan", "1973", "STA R", "Island", "MacDonald of Pr Edward", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B16K18B22K2W4K2B22K18G14R2G4R2G2K2Y4K2G6R4G12R2G12K16B12R24"
"House of Tartan", "904", "STA P", "Clan", "MacDonald of Sleat", "G=006818GREEN;R=C80000RED; R/72G4R10G/32"
"House of Tartan", "1529", "STA P", "Clan", "MacDonald of Staffa", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/32G2R2G2R2G2R2G2R12G2B2G12K2R2G2R8G2R2B8R8W2R8G8W2G8R2G2R12G2R16W/2"
"House of Tartan", "1387", "STA P", "Clan", "MacDonald of Staffa", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/19B4R5B4R5K4G4R5G4R22G4R5G19W2G19R21W4R21B22R4G4R22G4R4K2G22K2R4G4R20G4R4G4R4G4R4G4R22B4R/24"
"House of Tartan", "873", "STA P", "Portrait", "MacDonald of the Isles (Red)", "K=101010BLACK;G=006818GREEN;R=C80000RED; K/4R36G4R10G/32"
"House of Tartan", "1366", "STA P", "Clan", "MacDonald of the Isles VS", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/6B20K24G6K2G2K2G60W/8"
"House of Tartan", "471", "STA P", "Clan", "MacDonell of Glengarry", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/16R2B4R6B24R2K24G24R6G4R2G8W/2"
"House of Tartan", "511", "STA P", "Clan", "MacDonell of Keppoch", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/2R8G24R6B12A2R48B2R4G/4"
"House of Tartan", "1401", "STA P", "Clan", "MacDonell of Keppoch", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/4B2R28G24R16B2R4B2R12G4R/16"
"House of Tartan", "1519", "STA P", "Clan", "MacDougall", "B=2C2C80BLUE;G=006818GREEN;P=C090A0PURPLE;R=C80000RED;W=E0E0E0WHITE; W/2P6R4G60R8G4R8B20P8R4P8G20R20G20R4B4R60P6R4W2R4P6R60B4R4G20R/10"
"House of Tartan", "1776", "STA P", "Clan", "MacDougall", "B=2C2C80BLUE;G=006818GREEN;LP=C484A4PURPLE;R=C80000RED;W=E0E0E0WHITE;LV=C49CD8LGT VIOLET; W/4LV4R4G44R6G2R6B18LV4R4LV4G16R16G16R4B4R44LV4R4W/4"
"House of Tartan", "7260", "STA P", "Clan", "MacDowall", "Y=E8C000YELLOW;W=E0E0E0WHITE;K=101010BLACK;B=506878BLUE;G=006818GREEN; Y/6W24K6W6K6W6K14B96K14B6G28W/6"
"House of Tartan", "1121", "STA P", "Corporate", "MacDuck Final version", "K=101010BLACK;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/4G16Y42K4R10K/8"
"House of Tartan", "2141", "STA P", "Clan", "MacDuff", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; R/32B12K16G24R16K4R/16"
"House of Tartan", "1601", "STA P", "Clan", "MacDuff Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/14K6R14G22K20B18W/78"
"House of Tartan", "1441", "STA P", "Dress", "MacDuff", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/4B2W30B6W6K14G18R10K2R/10"
"House of Tartan", "1654", "STA P", "Clan", "MacDuff Hunting", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; R/4T16B16K16G16T16R2T/16"
"House of Tartan", "1335", "STA P", "", "MacEdward Tartan", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/3B25G8B8G10B8G25R38Y4R/12"
"House of Tartan", "10139", "STA P", "Corporate", "MacEvil", "P=780078PURPLE;K=101010BLACK;N=888888GRAY;W=E0E0E0WHITE;DR=880000DARK RED; P/4K2N14K4N6K85W8DR/35"
"House of Tartan", "1587", "STA P", "Clan", "MacEwen", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/4K2G24K24B24K2B4K2B24K24G24K2Y/4"
"House of Tartan", "403", "STA P", "Clan", "MacFadyen MacBean (Old)", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/6R50B34R10G44R18B/6"
"House of Tartan", "645", "STA P", "Clan", "MacFadzean", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/96W4K40G44R6G/8"
"House of Tartan", "6375", "STA R", "Personal", "MacFarhadian Canadian", "R=C80000RED;DP=740074DARK PURPLE;Y=E8C000YELLOW;G=006818GREEN;K=101010BLACK;W=ECECECWHITE; R110DP2Y2R6DP14R6Y2DP2R6G32R6DP2Y2K6W2G10R6K4R6G10W2K6Y2DP2R6G32R6DP2Y2R6DP14R6Y2DP2"
"House of Tartan", "1251", "STA P", "Clan", "MacFarlane B/W or Lendrum", "K=101010BLACK;W=E0E0E0WHITE; K/14W12K2W/12"
"House of Tartan", "659", "STA P", "Clan", "MacFarlane Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/8W4R12K2B24G8W4R12B2R12W4G16R4W32R/8"
"House of Tartan", "779", "STA P", "Clan", "MacFarlane Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/32K6G40W4R6K4R6W4G4B36K4R8W4G/6"
"House of Tartan", "947", "STA P", "Artifact", "MacFarlane Red", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/6W10R14K14B41G7W4R9K3R9W4G16K8R/103"
"House of Tartan", "2693", "STA P", "Clan/Family", "MacGibboney", "K=101010BLACK;N=888888GREY;HG=285800HUNTING GREEN;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE;Y=E8C000YELLOW; K/4RB8W4RB38K4N20K2Y4K2N20K4HG38W4HG8K/4"
"House of Tartan", "3839", "STA R", "Clan", "MacGiboney", "B=2C2C80BLUE;G=006818GREEN;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW;A=5C8CA8AZURE;LN=C0C0C0LIGHT GRAY; W4G20LN20A4LN4Y4LN4A4LN20G20"
"House of Tartan", "1487", "STA P", "Clan", "MacGill", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/94G32K16W6Y6R4Y6W6B12K6R8Y8W/6"
"House of Tartan", "446", "STA P", "Clan", "MacGillivray", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/4R8A2R8G32R4B24R4A4R64B2A2R/8"
"House of Tartan", "880", "STA P", "Clan", "MacGillivray Hunting", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/38R14G14R14G14R28B6R6G38R6B6R132B14R/28"
"House of Tartan", "656", "STA P", "Clan", "MacGlashan", "B=2C2C80BLUE;DT=441800DARK BROWN;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/2W2R12DT10B8W6Y10R8DT4R8Y10W6LT50W4DT6R/50"
"House of Tartan", "1526", "STA P", "Clan", "MacGregor", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/72G36R8G12K2W/4"
"House of Tartan", "6540", "STA R", "Fancy", "MacGregor Dress Blue", "DW=C8C8C8WHITE;G=004C00DARK GRN;K=000000BLACK;DWR=800028DARK RUBY;WW=F8F8F8WILSON WHITE;LG=289C18LIGHT GREEN;B=2C2C80BLUE; WW104B44WW12B16K2LG6K2B16WW12B44"
"House of Tartan", "6533", "STA R", "Fancy", "MacGregor Dress Burgundy", "DW=C8C8C8WHITE;G=004C00DARK GRN;K=000000BLACK;XR=FC3000MEDIUM ORANGE;DWR=800028DARK RUBY;CLR=E87878CORAL;WW=F8F8F8WILSON WHITE; WW104DWR44WW12DWR16K2CLR6K2DWR16WW12DWR44"
"House of Tartan", "1577", "STA P", "Clan", "MacGregor Dress Green", "K=101010BLACK;G=006818GREEN;XR=C80000RED;W=E0E0E0WHITE; XR/6K2G16W12G40W/94"
"House of Tartan", "6541", "STA R", "Fancy", "MacGregor Dress Red", "B=2C2C80BLUE;K=101010BLACK;R=C80000RED;WW=F8F8F8WILSON WHITE; WW104R44WW12R16K2B6K2R16WW12R44"
"House of Tartan", "1285", "STA P", "Clan", "MacGregor Hunting Glengyle", "K=101010BLACK;DCR=A00048CRIMSON;G=006818GREEN;LN=C0C0C0LIGHT GRAY; LN/6K4G17DCR16G42DCR/96"
"House of Tartan", "988", "STA P", "Clan", "MacGregor of Balquhidder", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/18R4G18R28K2W/4"
"House of Tartan", "866", "STA P", "Clan", "MacGregor of Glen Straye Htg", "G=006818GREEN;R=C80000RED; G/16R4G18R32G/2"
"House of Tartan", "8193", "STA R", "Fashion", "MacGregor Turquoise Dress", "P=780078PURPLE;LB=2888C4LIGHT BLUE;WW=F8F8F8WILSON WHITE;K=101010BLACK; WW104LB44WW12LB16K2P6K2LB16WW12LB44"
"House of Tartan", "2427", "STA P", "Family", "MacGuire Irish", "A=5C8CA8AZURE;DB=202060DARK BLUE;G=006818GREEN;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE; W/10DB3G30R4A12R30A6R6A6R6A6R30G30NB/4"
"House of Tartan", "514", "STA P", "Clan", "MacHardy", "DB=2C2C66DarkBLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; DB/6R6G36DB32W4DB52R6G/6"
"House of Tartan", "5917", "STA R", "Family", "MacHattie", "K=101010BLACK;DR=880000DARK RED;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K90NB4DR4R4Y2W2Y2R4DR4NB4"
"House of Tartan", "1464", "STA P", "Clan", "MacInnes", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/4G12B24K6A6K6G32K4G4K4G4K24Y/4"
"House of Tartan", "923", "STA P", "Clan", "MacInnes Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/8W48G6K6G6K6G48K8W8K8B48G16R/8"
"House of Tartan", "1614", "STA P", "Clan", "MacInnes Hunting Dress", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4K4W2R6K4B6K4B6K8Y4T16W20B6W/16"
"House of Tartan", "1081", "STA P", "Clan", "MacInroy", "K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED; K/4G12K12R4P12R4P4R12G4K/4"
"House of Tartan", "538", "STA P", "Clan", "MacIntosh Dress", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/4R8G28B8W16R/6"
"House of Tartan", "966", "STA P", "Artifact", "MacIntosh Old Ancient", "G=006818GREEN;N=888888GREY;R=C80000RED; G/4R2G2R2G8R2G2R2G4R2G2R10N10R4G4R6G8R4N2R/10"
"House of Tartan", "743", "STA P", "Clan", "MacIntyre Hunting", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; W/8G64B24R6B24G/8"
"House of Tartan", "56", "STA P", "Clan", "MacIntyre Hunting", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN; A/6B24K24G24K4G24K/24"
"House of Tartan", "402", "STA P", "Clan", "MacIntyre of Glenorchy", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; A/4R4B4R8G32R4B4R8G4R4B32R8G4R4A/4"
"House of Tartan", "7514", "STA P", "Clan/Family", "Macissac", "K=101010BLACK;GO=BC8C00DARK GOLD;T=846838BROWN;WB=789484WTHRED BLUE;WG=408060WTHRD GREEN;N=7C7C7CGRAY; GO/8K2N40K40T40GO8T40K40N4K4N4K4N/40"
"House of Tartan", "1855", "STA P", "Clan", "MacIver", "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; W/4R36K8R8K48R8K8R36Y/4"
"House of Tartan", "703", "STA P", "Clan", "MacKay", "K=101010BLACK;G=006818GREEN;NB=003C64NAVY BLUE; G/6NB28G4K28G28K/6"
"House of Tartan", "2037", "STA R", "Clan", "MacKay of Strathnaver", "K=101010BLACK;T=604000BROWN;DN=5C5C5CDARK GREY;G=006818GREEN;N=888888GREY;LT=A08858LIGHT BROWN;DW=B4B498OFF WHITE;R=C80000RED;UT=480800UMBER; G36R2K36R2DN36R2N36R2UT36R2T36R2LT36R2DW36R2T36R2UT36R2N36R2DN36R2K36R2G36"
"House of Tartan", "2339", "STA R", "Family/Clan", "MacKean dress", "K=101010BLACK;B=2C2C80BLUE;HG=285800HUNTING GREEN;R=C80000RED;W=E0E0E0WHITE;G=006818GREEN; R6K12G24K6G6K12B18K6W6K6B18K12G6K6G24K12"
"House of Tartan", "985", "STA P", "Family", "MacKean Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/4R8G4K32G8K32G8K4G4K4G8K8B16K2W/4"
"House of Tartan", "1608", "STA P", "Clan", "MacKeane (MacIan)", "K=101010BLACK;R=C80000RED;Y=E8C000YELLOW; Y/4K2R24K16R8K16R/8"
"House of Tartan", "939", "STA P", "Clan", "MacKellar", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; G/64W4G4Y6G4W4G4K32A4B32W/6"
"House of Tartan", "8180", "STA P", "Dress", "MacKellar Cerise", "P=8C008CPURPLE;SCR=A00048CRIMSON;LB=2888C4LIGHT BLUE;K=101010BLACK;W=E0E0E0WHITE; K/6W70P6K20SCR10W6SCR6LB8SCR6W6SCR/40"
"House of Tartan", "926", "STA P", "Clan", "MacKellar Dress", "A=5C8CA8AZURE;K=101010BLACK;T=604000BROWN;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; G/6W52A4K26T10W4T6Y8T6W4T/54"
"House of Tartan", "6563", "STA P", "Fashion", "MacKellar Dress Red", "W=E0E0E0WHITE;K=101010BLACK;LR=D05054ROSE;R=C80000RED;LV=A468C4LAVENDER; K/6W46LR4K22R10W4R6LV8R6W4R/46"
"House of Tartan", "8181", "STA P", "Dress", "MacKellar Royal Blue", "W=E0E0E0WHITE;K=101010BLACK;LB=2888C4LIGHT BLUE;B=2C2C80BLUE;P=8C008CPURPLE; K/6W46P4K22B10W4B6LB8B6W4B/46"
"House of Tartan", "267", "STA P", "Clan", "MacKenzie", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/24K4B4K4B4K24G24K2W6K2G24K24B24K2R/6"
"House of Tartan", "266", "STA P", "Clan", "MacKenzie (Miniture)", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/20K4B4K4B4K16G16K2W4K2G16K16B18R/4"
"House of Tartan", "1981", "STA R", "Clan", "MacKenzie Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B20K20G18K4W4K4G18K20W4B4W28B4W4B4W28B4W4K20B20R4"
"House of Tartan", "2677", "STA P", "Miniature", "MacKenzie MINI Clan", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; B/12K2B2K2B2K12G12K2W4K2G12K12B12K2R/4"
"House of Tartan", "1757", "STA P", "Family", "MacKerral", "A=5C8CA8AZURE;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; Y6B120A68W8.R6B120A68W8"
"House of Tartan", "6041", "STA P", "Personal", "MacKerrell of Hillhouse Dress", "B=2C2C80BLUE;DB=202060DARK BLUE;S=C8002CSCARLET;W=E0E0E0WHITE;Y=E8C000YELLOW;LB=2888C4LIGHT BLUE;LN=C0C0C0LIGHT GRAY;N=888888GREY;A=5C8CA8AZURE;AL=48A4C0ANDERSON BLUE; Y6A96N56W8.S6A96N56W8N56A96"
"House of Tartan", "1758", "STA P", "Family", "MacKerrell of Hillhouse Htg", "B=2C2C80BLUE;DB=202060DARK BLUE;S=C8002CSCARLET;W=E0E0E0WHITE;Y=E8C000YELLOW; B56DB98Y6DB98B56W8.B56DB98S6DB98B56W8"
"House of Tartan", "1001", "STA P", "Clan", "MacKillop", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED; G/8R8K4R40A2K14R4G20R6K/4"
