"ID", "Name", "P-pivot,R-repeat", "Colors", "Threadcount"
10915, "Leaf Peeper Fashion Tartan", P, "R=A00000RED;Y=E0A126GOLD;T=503C14BROWN;G=003C14GREEN;K=101010BLACK;W=FFFFFFWHITE;", "K4W2G50T22R24W2Y24K2W4"
905, "Leask Family Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G4R4W2R4K2R48G24Y4G6Y4G24R4G6Y4"
975, "Leatherneck U.S.Marine Corps Corporate Tartan", P, "B=2C2C80BLUE;DY=E8C000GOLD;G=006818GREEN;R=C80000RED;", "G56R4G4R4G16B48DY6R4"
835, "Ledford Family Tartan", P, "DY=E8C000GOLD;G=006818GREEN;N=888888GREY;", "G36N16DY4"
10205, "Lee Cox Personal Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;P=780078PURPLE;G=006818GREEN;SCR=C8002CSCARLET;W=E0E0E0WHITE;", "A6W4SCR4P12G20A6K6A6K6A6G28A6K6A6K14G4SCR6"
9205, "Lee Cox Tartan", P, "K=101010BLACK;P=583464H PURPLE;VG=045C2CM GREEN;SCR=A00028SCARLET;AB=587094AZURE;W=E0E0E0WHITE;", "SCR6VG4K14AB6K6AB6VG28AB6K6AB6K6AB6VG20P12SCR4W4AB6"
980, "Leeds University Corporate Tartan", P, "SCR=A00048CRIMSON;G=006818GREEN;W=E0E0E0WHITE;", "G36SCR8G8SCR8G8SCR32G44W8"
4062, "Leinster Irish District Tartan", R, "DY=E8C000GOLD;WG=408060WTHRD GREEN;B=2C2C80BLUE;K=101010BLACK;G=006818GREEN;XR=C80000RED;DB=202060DARK BLUE;", "XR6G36K20DB24K2WG4K2DB24DY4K20WG4G4WG30G6WG30G4WG4K20DY4DB24K2WG4K2DB24K20G36"
2333, "Leith District Tartan", P, "DB=202060DARK BLUE;DG=003820DARK GREEN;AB=1870A4ANC BLUE;K=101010BLACK;DR=880000DARK RED;G=006818GREEN;RB=1C0070ROYAL BLUE;", "DR8K4AB54DB6AB6DG44AB6DB44AB6DB6AB34K4AB10"
2129, "Leith (Hay) Family Tartan", P, "K=101010BLACK;G=006818GREEN;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "K6R2Y2K4R32G4R2Y2R4G30W2K30R2P30R4Y2R2P4R32K4Y2R2K6"
2271, "Leitrim Irish County Tartan", P, "T=6C301439 BROWN;LO=D88C74AM BRONZE;AMN=A4A8A8AM GREY;LN=749CB0PASTEL BLUE;ASR=C05830REDWOOD;UT=28200CUMBER;", "LN6T36LN8UT6LN8ASR26LN6AMN36T4LO6"
1190, "Lendrum or MacFarlane Clan Tartan", P, "K=101010BLACK;R=C80000RED;", "K67R32K6R32"
725, "Lennie Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;P=780078PURPLE;", "G4P16K18A4G20K4"
935, "Lennox District Tartan", P, "DR=880000DARK RED;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G4W2G20DR4R20DR2R4"
1649, "Lennox Dress District Tartan", P, "T=604000BROWN;SCR=A00048CRIMSON;R=C80000RED;W=E0E0E0WHITE;", "R16SCR4R48SCR10W50T4W16"
8189, "Lennox Purple Dress District Tartan", P, "W=E0E0E0WHITE;K=101010BLACK;P=780078PURPLE;B=2C2C80BLUE;", "P16B4P48B10W52K4W16"
8190, "Lennox Turquoise Dress District Tartan", P, "W=E0E0E0WHITE;K=101010BLACK;B=2C2C80BLUE;A=5C8CA8AZURE;", "A16B4A48B10W52K4W16"
6493, "Lermontov Family Tartan", P, "G=006818GREEN;B=2C2C80BLUE;K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;BL=1474B4BALMORAL BLUE;N=888888GRAY;W=E0E0E0WHITE;DY=E8C000GOLD;DR=880000DARK RED;", "K4DY2K4DY16R58N18DB48W4DB4"
1142, "Leslie Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;Y=E8C000YELLOW;", "K2R64B32R8K12Y2K12R8"
1111, "Leslie Hebridean Artifact Tartan", P, "K=101010BLACK;B=403870BLUE;G=344C2CGREEN;LR=D05054ROSE;W=E0E0E0WHITE;", "K12G22W4B44LR4K8"
1113, "Leslie Hunting Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "K2G16W2K16B16R4"
6718, "Letham Personal Tartan", P, "K=101010BLACK;B=2C2C80BLUE;H=006428BOTTLE;", "B8K8H26B14K8B20K40H80"
5758, "Lewis Welsh Name Tartan", P, "DB=202060DARK BLUE;DG=005C34DARK GREEN;LT=A08858LIGHT BROWN;Y=E8C000YELLOW;", "DB112LT4DG38LT2DG4LT2DB4.DB144LT2DG40Y2DG4LT2DB4LT2DG4Y2DG40LT4DB72"
7570, "Lewis Red Fashion Tartan", P, "XR=D40000BASIC RED;W=F0E0C8WHITE;", "XR8W70XR62W8"
2272, "Limerick Irish County Tartan", R, "MY=D09000M YELLOW;PG=3C6838P GREEN;FSB=004874PINENEEDLE;DR=8C0020R RED;UT=28200CUMBER;", "PG14DR6FSB4DR6PG32FSB4UT6FSB4UT10FSB4UT6MY6UT12MY6UT6FSB4UT10FSB4UT6FSB4PG18"
5772, "Linden Family Tartan", P, "WG=408060WTHRD GREEN;AG=00643CANC GREEN;P=780078PURPLE;K=101010BLACK;DG=002C18DARK GREEN;G=004810GREEN;LG=289C18LIGHT GREEN;NB=002C48NAVY BLUE;W=C0B8B4WHITE;", "W4NB12K10DG40P4G40K18NB8"
10675, "Lindenwood University Corporate Tartan", P, "B=0000CDBLUE;Y=FFE600YELLOW;W=FFFFFFWHITE;K=101010BLACK;RB=002366ROYAL BLUE;G=008B00GREEN;R=FF0000RED;", "B6Y8W6K2W8Y8K12RB6W4K65G6W4K12Y18K12R6W4K2W4K34Y8W6K2W8"
10002, "Lindley-Highfield Name Tartan", P, "DG=006400DARK GREEN;P=800080PURPLE; W=FFFFFFWHITE;LG=32CD32LIGHT GREEN;LP=DDA0DDLIGHT PURPLE", "DG56P24W8LG16DG8LP16P8"
704, "Lindsay Clan Tartan", P, "DB=202060DARK BLUE;DG=003820DARK GREEN;LDR=980044LINDSAY;", "DG40DB4DG4DB4DG4DB16LDR48DB4LDR6"
1421, "Lindsay Dress Clan Tartan", P, "DB=202060DARK BLUE;LDR=980044LINDSAY;W=E0E0E0WHITE;", "LDR6DB4LDR62DB28W4DB4W4DB4W58"
5429, "Lindsay Hunting Clan/Family Tartan", P, "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;N=888888GREY;", "K8N32G8DR32K60G12"
7111, "Lindsay MINI Design Tartan", P, "DB=202060DARK BLUE;DG=003820DARK GREEN;LDR=980044LINDSAY;", "DG20DB2DG2DB2DG2DB8LDR24DB2LDR3"
93, "Lions Canadian Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;P=780078PURPLE;W=E0E0E0WHITE;Y=E8C000YELLOW;", "P50A2W2K2Y2P6W2Y10P8K2A4P4W2A2W2P4A4P4K4W10"
10650, "Lister (Misty Mountain) Name Tartan", P, "T=5D321FBROWN;N=CCBAAFMORNING GREY;Y=E0A126GOLD;", "T16N58T16Y6T16N16Y6"
2349, "Little of Morton Rig Family/Clan Tartan", P, "K=101010BLACK;LN=C0C0C0LIGHT GRAY;MY=D09800M YELLOW;WR=680028WINE RED;", "K16LN16K16LN16K16WR32K8WR32K32MY4"
1003, "Livingstone Clan Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;", "G24R8K2R4K2R8G32R40G4R16"
1488, "Livingstone MacLay MacLeay Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R56G8K8G8K8A12Y2"
5759, "Llewellyn Welsh Name Tartan", P, "K=101010BLACK;N=888888GREY;M=541020MARROON;W=E0E0E0WHITE;", "M74K4M7K4M9K40W2K4N2.M106K4M8K4M10K40W2K4N2K4W2K40M10K4M8K4M53"
5765, "Lloyd Welsh Name Tartan", P, "DB=202060DARK BLUE;DG=003820DARK GREEN;G=006818GREEN;N=888888GREY;NB=003C64NAVY BLUE;R=C80000RED;", "N40R2N20G19DB2.NB2DG31N28R2N28NB72N28R2N28DG31NB1"
5771, "LLoyd of Astargus Canadian Family Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;DR=800000DARK RED;DY=F0C400GOLD;N=888888GREY;W=E0E0E0WHITE;", "DY4N40W6K26DB76DR6"
1970, "Lloyd of Dolobran Family Tartan", R, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "B20K4B20K20G16R4G16K4G16W4G16K20"
10725, "Loch Freuchie District Tartan", P, "LB=4A708BSKY BLUE;G=124D36GREEN;B=2C4E75BLUE;R=FF0000RED;K=101010BLACK;Y=F0DA0FYELLOW", "LB6G6R4G40K50Y4B26K4B6R6"
1750, "Loch Garth Tartan", P, "T=604000BROWN;LT=A08858LIGHT BROWN;Y=E8C000YELLOW;", "T48LT24T8Y4"
796, "Loch Laggan District Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;", "G7K7G101R7G6R19"
108, "Loch Leven Check Trade Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;", "B4G26B22A8W18B4"
628, "Loch Lomond Trade Tartan", P, "AB=1870A4ANC BLUE;A=5C8CA8AZURE;DB=202060DARK BLUE;W=E0E0E0WHITE;", "A74AB18A6DB18W6"
2520, "Loch Lomond Millenium Comemmorative Tartan", P, "K=101010BLACK;DR=880000DARK RED;DY=E8C000GOLD;RB=1C0070ROYAL BLUE;BG=0098A0TEAL;WG=408060WTHRD GREEN;", "K6BG4K24RB8WG38DR6WG38RB8K24BG4DY6"
1701, "Loch Morar Trade Tartan", P, "DT=441800DARK BROWN;R=C80000RED;W=E0E0E0WHITE;", "R76W18R6DT18W6"
1219, "Loch Ness Trade Tartan", P, "K=101010BLACK;T=604000BROWN;R=C80000RED;W=E0E0E0WHITE;", "K10T70W20K20W4R20"
1735, "Loch Rannoch Trade Tartan", P, "T=604000BROWN;DT=441800DARK BROWN;G=006818GREEN;LT=A08858LIGHT BROWN;", "DT48G4DT10LT28G4LT10T34DT4"
943, "Loch Rannoch Fancy Tartan", P, "K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;", "G37W9G3K9W3"
1751, "Loch Tummel Trade Tartan", P, "DT=441800DARK BROWN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE;", "LT76W18LT6DT18W6"
685, "Lochaber District Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "G8A4B66R4K70G66K2R4K2G8"
33, "Lochaber Old.. District Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;R=C80000RED;", "B8A4B64R4B140R4B12"
731, "Lochcarron District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G10B50K38G46K4W4K10W4K4G46K38B60R10"
5464, "Lochcarron Hunting Corporate Tartan", P, "DB=000064NAVY;DG=004C00DARK GRN;R=8C0000RED;K=000000BLACK;WWB=346488WMS BLUE BB", "DG6DB20WWB6DB4WWB4DB4DG6K10DG4K10DG44R4DG6R4"
973, "Lochiel (Cameron) Tartan", P, "G=006818GREEN;P=780078PURPLE;R=C80000RED;LR=D05054ROSE;Y=E8C000YELLOW;", "G8LR6G6R74P2Y4R6P24R6Y4P2R6G82R6P2Y4R72"
2102, "Lochinvar Marine Harvest Corporate Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;P=780078PURPLE;", "DG20K4DG4K4DG4K14DB16P4DB16K14DG16K4DG4"
1771, "Lochnagar Trade Tartan", P, "N=888888GREY;LN=C0C0C0LIGHT GRAY;P=780078PURPLE;W=E0E0E0WHITE;", "W4P4LN28N16LN4W4"
7327, "Lochnagar Dark Fashion Tartan", P, "K=101010BLACK;NN=3F4441CHARCOAL GREY;DN=5C5C5CDARK GREY;DR=880000DARK RED;", "K16DN2K80DN2K32DN32NN12DN6DR6DN12"
8196, "Lochnagar Dress fashion Tartan", P, "W=E0E0E0WHITE;K=101010BLACK;N=888888GRAY;P=B80478PURPLE;B=2C2C80BLUE;", "W16K2W80P2K32B32LN12B6P6B12"
2258, "Lockhart Family Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;", "G26K6DB32R4DB32K12G68K6G26"
1308, "Lockwood Family Tartan", P, "K=101010BLACK;T=604000BROWN;N=888888GREY;P=780078PURPLE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "N40W4P140Y4K26W20R10K2R10K2R10W20K26Y4T30W44K4Y4"
1429, "Logan or MacLennan Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R12B6R4B4R4B32K24G32R2K2Y4"
10706, "Logan Rogers Hunting Name Tartan", P, "B=202060DARK BLUE;K=101010BLACK;W=FFFFFFWHITE;G=008B00GREEN;Y=E8C000YELLOW;", "B22K2B2W2B2K16G16Y2G16K16B16W2B2"
1629, "Loganair Uniform Skirt Corporate Tartan", P, "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;", "R5N32K31W5"
1388, "London Caledonian Commemorative Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "R18B4R42A4R4B16R4G4R4G34R4B4R16"
2360, "London Scottish Rugby Club Corporate Sport Tartan", R, "K=101010BLACK;G=006818GREEN;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE;", "K8G16NB26W2NB80R10NB80W2NB26G16"
2279, "Londonderry Irish County Tartan", R, "RT=B03000AM RUST;K=000000BLACK;MY=D09000M YELLOW;PG=3C6838P GREEN;", "PG40MY32RT20K8PG12K8RT20MY32PG48K8RT24K8PG8"
2281, "Longford Irish County Tartan", P, "K=000000BLACK;R=D01010BRT SCARLET;BB=200C60ILLINIOS NAVY;LOG=00643CO GREEN;LYT=BC7C2CLTT;ST=B47C54DESERT;", "BB36K6BB10K6BB36LOG12K10LOG12ST24R10ST24R6"
88, "Longniddry Dress District Tartan", P, "B=2C2C80BLUE;LB=2888C4LIGHT BLUE;P=780078PURPLE;W=E0E0E0WHITE;", "P84B4W4B4P10LB24W64P8"
6468, "Longniddry Dress Lavender Fancy Tartan", R, "P=780078PURPLE;B=481CA4BLUE;LV=A468C4LAVENDER;LR=D87478ROSE;DB=202060DARK BLUE;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;SB=0040ACSKY BLUE;", "B8W64LV24B10LR4W4LR4B84LR4W4LR4B10LV24W64"
5486, "Longniddry Eildon Blue Dress Fancy Tartan", P, "DB=202060DARK BLUE;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;SB=A8ACE8SKY BLUE;", "DB8LN64NB24DB10SB4LN4SB4DB84"
764, "Longniddry Green District Tartan", P, "DG=003820DARK GREEN;G=006818GREEN;LG=289C18LIGHT GREEN;W=E0E0E0WHITE;", "G84LG4W4LG4G10DG24W64G8"
1218, "Lords of Skye Trade Tartan", P, "K=101010BLACK;T=604000BROWN;W=E0E0E0WHITE;", "K92T14K16W40"
6, "Lorne District Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;", "B4K2G16K2G2K2G2K16B2K2B2K2B16K2G4"
6560, "Lorne Dress (Dance) Fashion Tartan", P, "W=E0E0E0WHITE;G=006818GREEN;DB=202060DARK BLUE;", "K6DB2G38DB38W4DB4W4DB4W54K2DB6"
6071, "Los Angeles District Tartan", P, "K=101010BLACK;LG=289C18LIGHT GREEN;Y=E8C000YELLOW;R=C80000RED;FSB=2474E8FS BLUE;LB=6098B8LIGHT BLUE;LSB=98C8E8LIGHT SKY;B=2C2C80BLUE", "R4LB66K10B6LG4LB10B48Y8B48LB10LG4B6K10LB66.R4LB62K10B6LG4LB10B46Y8B46LB10LG4B6K10LB62"
5500, "Louisburg Canadian District Tartan", P, "N=888888GREY;LN=C0C0C0LIGHT GRAY;MY=D09800M YELLOW;RB=1C0070ROYAL BLUE;Y=E8C000YELLOW;WW=F8F8F8WILSON WHITE;", "B16WW6Y20N44"
7, "Louise Commemorative Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B4R2G16K4G4K4G4K16B4K4B4K4B16K2G4"
2277, "Louth Irish County Tartan", P, "DP=300438BILBERRY;AB=647498DENIM;DBG=004830K GREEN;SCR=A00028SCARLETT;RW=ECD8B8AM BEIGE;LR=C04C4CAM RED*;", "AB76DP8AB16RW4AB8LR6AB8DBG28SCR14AB4SCR8LR4"
400, "Lovat or Fraser Clan Tartan", P, "G=006818GREEN;P=780078PURPLE;R=C80000RED;", "P2R14P44R46P2R46G44R14P2"
3203, "Lowry Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;Y=E8C000YELLOW;DP=440044DARK PURPLE;", "B8K4B32G50DP2Y4DP12"
2366, "Lumsden Green Clan Tartan", R, "HG=285800HUNTING GREEN;K=101010BLACK;DB=202060DARK BLUE;DG=003820DARK GREEN;R=C80000RED;", "K66DB4HG4DB4HG4DB4K66R6DB68R4DB68R6HG68DB4K4DB4HG68DB4K4DB4HG68R6DB68R4DB68R6K66DB4HG4DB4HG4DB4"
418, "Lumsden of Kintore Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B20R100B80R20G20R20G80R100G20"
931, "Lumsden Short version Family Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G12W2G12R6G6Y2G6R6G8R6G10R18G4R8G4R18W2R8B22R4B22R8W2R18B2R2B4R2B2R18"
2163, "Lynch Family Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "B7G7B101R14B6R19"
6515, "Lyons Tartan", R, "W=E0E0E0WHITE;R=C80000RED;G=006818GREEN;K=101010BLACK;LG=289C18LIGHT GREEN;B=2C2C80BLUE;LB=2888C4LIGHT BLUE;", "LB18B6LG22K14G6K6G64R6W6R14W6R6G64K6G6K14LG22B6"
1477, "MacAart Family Tartan", P, "K=101010BLACK;T=604000BROWN;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R6G12K2Y2K2G12R4T4K4T18"
1465, "MacAlister Clan Tartan", P, "A=5C8CA8AZURE;B=2C2C70BLUE;DG=003818GREEN;LG=289C18LIGHT GREEN;R=C80000RED;W=E0E0E0WHITE;", "R16LG2DG4R4A2R2W2R2A2R4DG6R2W2R12A2R2DG24R2A2R32A2R2DG24R2A2R12W2R2B8R2W2R4DG6LG2R4LG2DG6R6W2R2B4R2W2R16"
910, "MacAlister of Glenbarr Clan Tartan", P, "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;", "G8T4G4T4G4T6B2T2G8T2B2T24B4T6"
2024, "MacAlpine Clan Tartan", R, "K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW;", "G4K4G24K4G24K4G4K16W4K16G4K16Y4K16"
1155, "Macan of Lurgyvallan Portrait Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "K2R2G2R24G8K2W2K2Y2K2A12B8A12K2Y2K2W2K2G8R2G2R2G2R32"
1100, "MacArthur Clan Tartan", P, "K=101010BLACK;G=006818GREEN;Y=E8C000YELLOW;", "K32G6K12G30Y3"
700, "MacArthur of Milton Hunting Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;P=780078PURPLE;", "G28B4G4K16P18K4"
1088, "MacArthur-Fox Family Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;", "K19G8K10G31R3"
459, "MacArthur-Fox Dress Personal Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;DR=880000DARK RED;R=C80000RED;", "A8DR64B12DR12B52R8"
1164, "MacAulay Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "K4R32G12R6G16W2"
827, "MacAuley Hunting Clan Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "R4G24K8G16K32W2K32G12"
2839, "MacAuliffe Name Tartan", R, "Y=D4C410YELLOW;B=2C2C80BLUE;WW=F8F8F8WILSON WHITE;G=006818GREEN;", "G74WW4G12B46Y12B4Y6B4Y6B4Y12B46G12WW4"
6687, "MacAvoy Clan Tartan", P, "DY=E8C000YELLOW;DG=003820DARK GREEN;K=101010BLACK;W=E0E0E0WHITE;NB=003C64NAVY BLUE;XR=C80000RED;", "DY6DG10K4DG10W2DG34NB8XR2NB44W4"
951, "MacBain Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "G20W4R10SCR10G4SCR10R10W4K4G24K4W4A10K4W4K4A10W4R120"
952, "MacBean Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;DR=901C38MARROON;R=C80000RED;W=E0E0E0WHITE;", "G14W4R8DR8G4DR8R8W4K4G20K4W4K4B4W4B4K8W4R114"
925, "MacBean (2) Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;DB=202060DARK BLUE;DR=880000DARK RED;G=006818GREEN;DR=901C38MARROON;R=C80000RED;W=E0E0E0WHITE;", "G12W4DR6R6DR6G4DR6R6DR6W4K4G18K4W4DB4B4A4W4A4B4DB4W4R64"
2415, "MacBean Dress (Clan) Clan/Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;DR=901C38MARROON;R=C80000RED;W=E0E0E0WHITE;", "G20W8R8DR8G4DR8R8W8G20W8A8W4A8W46K4R4"
1220, "MacBean Meta.. Family Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "K12W80A10W4A10W10G24W10R10SCR10G4SCR10R10W10G20W10R10SCR10G4SCR10R10W10G24W10A10W4A10W80R12"
679, "MacBeth Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW;", "B80Y8K6W4K6W4K6G20R12K4R8W4"
2153, "MacBride Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LP=B468ACMAUVE;Y=E8C000YELLOW;", "Y6G30K30G30LP6G30K30B30K4B30K30G30Y6"
1379, "MacCainsh Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "R4B16K2G4K2G8K2G4K2B16Y4"
2238, "MacCall Family Tartan", P, "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;PH=6C0070HEATHER;LN=C0C0C0LIGHT GRAY;", "DR12K8DR16G32DR12LN4DR4G4DR4LN4DR12G36P12G4P2"
767, "MacCallum Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;", "G16K4A2G8K12B12K2"
1279, "MacCallum High School Corporate Tartan", P, "B=2C2C80BLUE;N=888888GREY;", "N54B18N6B66N6"
7241, "MacCamley Clan Tartan", P, "Y=E8C000YELLOW;K=101010BLACK;BG=588CA8AZURE;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;DR=880000DARK RED;DG=00400C;", "DG29G16K8R4DG16G16Y4R4K16BG4G28DG16"
1152, "MacCaskill Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "K4R2G30K30B30Y2K4"
169, "MacCaughan or MacEachain Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;LP=B468ACMAUVE;R=C80000RED;", "LP8G24K8B24K4R8"
325, "MacClellan Clan Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;", "B18K5G3R3G6K2Y2K2G6R3G3K10B5K10"
3330, "MacClure Clan/Family Tartan", P, "K=101010BLACK;DR=800000DARK RED;G=006818GREEN;RB=1C0070ROYAL BLUE;DW=B8B8B8OFF WHITE;", "K8DW4DR8G24DR8RB16DR8K8DR60G8DR8K4"
3331, "MacClure Hunting Clan/Family Tartan", P, "G=006818GREEN;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;OT=603800OLIVE BROWN;K=101010BLACK;ASR=CC4438SCARLET OLD;DW=B8B8B8OFF WHITE;", "K8DW4G8OT24G8NB16G8K8G60ASR8G8K4"
878, "MacColl Clan Tartan", P, "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;", "G8R2G2R24B2R2B6R2B2R4G16R2B2R24"
1637, "MacColl Hunting Clan Tartan", P, "B=2C2C80BLUE;C=A00048CRIMSON;OG=5C6428OLIVE GREEN;R=C80000RED;W=E0E0E0WHITE;", "C4R4OG4R14OG44R14C4W2R4B4R4W2C4R14B44R12C6R12"
2340, "MacComb Family Tartan", R, "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW;WG=408060WTHRD GREEN;", "B6R4B36K12G36Y4WG6Y4G36K12B36R4"
141, "MacConnell Clan Tartan", P, "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "B44G12B10A4G44R12G10R8G18W6"
7161, "MacCormick Tartan", P, "Y=E8C000YELLOW;K=101010BLACK;G=006818GREEN;W=E0E0E0WHITE;B=2C2C80BLUE;", "Y6K2B40K32G40K2W6"
1091, "MacCormick Dress Clan Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;", "K6G26K20R26K4R6"
283, "MacCorquodale Clan Tartan", P, "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;R=C80000RED;", "B8K8A48K48B56K8R14"
1635, "MacCoul Clan Tartan", P, "B=2C2C80BLUE;SCR=A00048CRIMSON;G=006818GREEN;R=C80000RED;", "SCR8R72B2R4G24R24G24SCR12R4SCR12B24R8G4R8G4R4SCR4R24"
3346, "MacCulloch Dress Clan/Family Tartan", R, "R=C80000RED;W=E0E0E0WHITE;B=2C2C80BLUE;G=006818GREEN;DB=202060DARK BLUE;DG=003820DARK GREEN;ET=4C0000EARTH;K=101010BLACK;LN=C0C0C0LIGHT GRAY;OT=603800OLIVE BROWN;", "OT10K6G4R40B20W4G2OT2W40K8OT6K8W40OT2G2W4B20R40G4K6"
3214, "MacCullough Family Tartan", P, "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;ZR=B45804RUST;W=E0E0E0WHITE;", "ZR6K8G40R2W2G4B20R40W4K6ZR10"
1180, "MacDiarmid Clan Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "K24R4K56G24K2W6K2G24R8"
1486, "MacDiarmid Dress Clan Tartan", P, "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;", "R4G32K3W4K3G32W37R12W38"
1104, "MacDona Family Tartan", P, "K=101010BLACK;DB=202060DARK BLUE;G=006818GREEN;R=C80000RED;", "K18G17R12G17DB18G52R35"
