"Source", "Source ID", "Category", "Name", "Threadcount" 
"House of Tartan", "6551", "Dance", "Stewart Dress Purple", "P=780078PURPLE;LG=289C18LIGHT GREEN;G=006818GREEN;GO=BC8C00DARK GOLD;DP=440044DARK PURPLE;WW=F0ECE4WILSON WHITE; WW110DP24GO4DP6WW4G20P18DP4P12WW4P12DP4P18G20WW4DP6GO4DP24"
"House of Tartan", "1738", "Trade", "Stewart Fawn", "K=101010BLACK;DN=5C5C5CDARK GREY;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE; LT/48K10R4K4W4DN16W6K4W4LT/4"
"House of Tartan", "1632", "Fancy", "Stewart Grey", "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/2N40R2N6W2K2W2K8N6K2N4Y/2"
"House of Tartan", "17911", "Dress", "Stewart Grey", "K=080808;W=E0E0E0WHITE;N=888888GRAY; W/60N10K12N4K4W4K26N10K4N4W/4"
"House of Tartan", "1916", "General", "Stewart Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B9G4B9K3B3K8G27R4G27K8G5K13G4K13G5K8G27Y4G27K8B3K3"
"House of Tartan", "17944", "design", "Stewart MB", "T=604000BROWN;B=60888CBLUE;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW;DB=202060DARK BLUE; W/144B40Y4DB6W4B6N32T12B4T10W/4"
"House of Tartan", "1247", "Clan", "Stewart Mourning", "K=101010BLACK;W=E0E0E0WHITE; K/86W8K12W4K6W4K6W18K10W6K6W/6"
"House of Tartan", "1117", "Clan", "Stewart Navy", "LT=A08858LIGHT BROWN;NB=003C64NAVY BLUE;W=E0E0E0WHITE;WR=680028WINE RED; NB/58WR6W20NB4W4LT20NB10W4NB8LT/4"
"House of Tartan", "160", "Clan", "Stewart of Achnacone", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/16G4K4G4B14R4K12R2K12R4G16K12G/14"
"House of Tartan", "839", "Clan", "Stewart of Appin", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/4R4A2B4R48G4R4B16R4G4R8G48R4A2B4R/6"
"House of Tartan", "481", "Clan", "Stewart of Appin Dress", "K=101010BLACK;B=2C2C80BLUE;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE; B/16R6B68LB6K18W62R10W6R6W/16"
"House of Tartan", "430", "Clan", "Stewart of Appin Hunting", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED; B/8R4B41LB4T11G41R7G4R4G/11"
"House of Tartan", "73", "Clan", "Stewart of Ardshiel", "A=5C8CA8AZURE;G=006818GREEN;NB=003C64NAVY BLUE;R=C80000RED;LR=D05054ROSE; A/4NB2LR2R12G66R4NB2A2R6NB34R6A2NB2R65NB3LR2R6G/14"
"House of Tartan", "802", "Clan", "Stewart of Athol", "K=101010BLACK;G=006818GREEN;R=C80000RED; G/44K2G4K2G6K16R40K2R/12"
"House of Tartan", "5175", "Clan/Family", "Stewart of Bute Hunting", "K=101010BLACK;G=006818GREEN;LN=C0C0C0LIGHT GRAY;WR=680028WINE RED LN/12WR4WR80K32G12K4G8K4G22WR/44"
"House of Tartan", "1553", "Clan", "Stewart of Fingask", "A=5C8CA8AZURE;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/72G3Y2G26R14B6A6W/2"
"House of Tartan", "851", "Clan", "Stewart of Galloway", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/18R104A26K32Y4K6W8K6G46R30G14Y/6"
"House of Tartan", "847", "Clan", "Stewart of Rothesay", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/4R52B8R4K8R4G16R8K2R2W/4"
"House of Tartan", "898", "Clan", "Stewart of Urrard", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/12R4G4R36B18R6G6R6B18R6G48R4G4R/8"
"House of Tartan", "319", "Clan", "Stewart Old..", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; B/24K2G4K2G4K2B24R4K24R2K24R4G24K2B4K2G/24"
"House of Tartan", "1371", "Clan", "Stewart Prince Charles Edward", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/28A8K12Y2K4W4K4G24R12K4R4W/2"
"House of Tartan", "1676", "Family", "Stewart Victoria Royal", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/4W48A6W6K12Y2K2W2K2G16R8K2R4W/2"
"House of Tartan", "5260", "Weavers", "Stewart, Grey (Victoria)", "DN=646464MEDIUM GREY;K=000000BLACK;DW=987078SOFT WHITE;DR=842438DARK RED;NR=6C6054GRAY RED;N=7C7C7CGRAY;BN=4C5860BLUE GREY; DR/4NR52K4N8K12DW4K4N4K4BN24DR12K4DR6N/4"
"House of Tartan", "438", "", "Stinson Ancient U.S.A. Tartan", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; B/12R6B54G40Y6K40A4R12A4B40K/14"
"House of Tartan", "6759", "Clan", "Stirling", "BL=1474B4BALMORAL BLUE;K=101010BLACK;LG=289C18LIGHT GREEN;LSB=98C8E8LIGHT SKY;LB=2888C4LIGHT BLUE;LN=A0A0A0LIGHT GRAY;R=C80000RED; R4LN4BL40LN4K26LN4LG40K4LSB8K4LG40LN4K26LN4BL40LN4"
"House of Tartan", "1536", "District", "Stirling and Bannockburn", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/6G36R8A6R8K26R6B36G4Y/6"
"House of Tartan", "2074", "Corporate", "Stirling University", "K=101010BLACK;B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;N=888888GREY;R=C80000RED;Y=E8C000YELLOW; G/56R8K6N4K2DG4R6B40Y/4"
"House of Tartan", "936", "Artifact", "Stirling Weavers Guild", "B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/10W10G10R98B4Y4R10B20R10Y4B4R10G92R10B4Y4R/92"
"House of Tartan", "2297", "Univ", "Stirling, University of Corporate", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G/88R12W4G8R12A64K12Y/8"
"House of Tartan", "10133", "Name", "Stone Family", "RB=485074ROYAL BLUE;K=101010BLACK;N=888888GRAY;R=C80000RED;Y=E8C000YELLOW;W=E0E0E0WHITE; R/4W12K24RB72N24Y/2"
"House of Tartan", "2291", "Universal", "Stone of Destiny", "B=2C2C80BLUE;BN=14283CBLUE GREY;DR=880000DARK RED;MY=D09800M YELLOW;OX=303070OXFORD; AB/8Y4AB34NB4R8NB4AB6NB22AB/6"
"House of Tartan", "7112", "Personal", "Stott", "K=101010BLACK;Y=E8C000YELLOW;GO=D09800M YELLOW;DY=DCB824MARIGOLD;RR=9C2430TULIP;HG=20483CHENDERSON;RB=040470ROYAL BLUE;VG=285828JADE;WW=ECECECPEROXIDE;BB=284C64OCEAN;AB=405C80OPAL; WW/4K50BB4RR12DY4VG12BB4K50WW/4"
"House of Tartan", "2601", "Family", "Strachan", "K=101010BLACK;DR=880000DARK RED;G=006818GREEN;MY=D09800M YELLOW;RB=1C0070ROYAL BLUE;R=C80000RED;Y=E8C000YELLOW;B=2C2C80BLUE; R/4K6B84K6Y4K6G44K6R/4"
"House of Tartan", "2259", "Family", "Strange of Balcaskie", "T=604000BROWN;DB=202060DARK BLUE;DG=003820DARK GREEN;Y=E8C000YELLOW;G=006818GREEN;B=2C2C80BLUE; G/64T14G14T32B64Y6T/16"
"House of Tartan", "10638", "Corporate", "Stratford Police Pipe Band", "W=FFFFFFWHITE;K=101010BLACK;LB=035F9DLIGHT BLUE; B=6CC5D8AZURE BLUE;R=9F0805SCOTCH RED;Y=F5B800GOLD; R/10LB4Y2R90LB8W2K8B18LB4Y4LB4K20W/4"
"House of Tartan", "1633", "", "Strathblane Tartan", "K=101010BLACK;T=604000BROWN;N=888888GREY;R=C80000RED;W=E0E0E0WHITE; R/6N12W4K8T/24"
"House of Tartan", "1072", "District", "Strathclyde", "K=101010BLACK;NB=003C64NAVY BLUE;SB=A8ACE8SKY BLUE;W=E0E0E0WHITE; K/4SB32W4NB32W30K4W/4"
"House of Tartan", "2419", "Corporate", "Strathclyde, University of", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;OG=5C6428OLIVE GREEN;R=C80000RED;W=E0E0E0WHITE; B/14K2R6K2B48K2W6K6OG6K6OG6G38K4W/8"
"House of Tartan", "10117", "District", "Strathdon", "MR=321010MAROON;DBG=142030BLUEBELL SLATE;LT=88541CTARA BROWN;DR=660000REP RED;AB=A0A0AAAZURE AB/6LT16MR4LT16DBG22MR4LT8DR8MR54DBG2MR4DBG4MR4DBG26MR/6"
"House of Tartan", "1890", "District", "Strathearn", "G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; Y/2R2G12R12G2Y2G2R12Y16R2G2R2Y16G12R2Y/2"
"House of Tartan", "4101", "District", "Strathisla", "RB=00008CBLUE;DG=003014MOD GREEN;WR=4C0C28WINE;LN=C8C8C8WHITE;DP=28003CMOD PURPLE;NB=183044MUTED BLUE;G=004612GREEN;DR=540000RED;B=2C2C80BLUE;P=400040PURPLE; B/6DG16NB24DR6DP40DG6NB40B6NB40LN/4"
"House of Tartan", "10118", "District", "Strathmore", "OG=303C0CGREEN;DR=8C1C20REP RED;AG=344625ANC GREEN;DT=402010BROWN; K=101010BLACK;DY=B07800OLD GOLD OG/6DR30AG4DR4OG4DR4OG36DT4OG4DT4OG4DT54K4DT4K12DY/4"
"House of Tartan", "1039", "District", "Strathspey", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN; K/4B4K4B20K20G20K/4"
"House of Tartan", "10115", "District", "Strathtay", "M=220300MAROON;G=5C560BGREEN;R=4C0000REP RED;DG=033126MARINE GREEN;A=4A6753AZURE;SR=712201ANC SCARLET A/12DG4A4DG10M40SR4M4SR50R4SR4R8G20M/4"
"House of Tartan", "10116", "District", "Strathtummel", "K=101010BLACK;AG=434F04ANCIENT GREEN;DL=3F003FDARK LILAC;W=FFFFFFWHITE;B=000680BLUEBELL BLUE DL/26AG18DL4AG4DL4AG2DL20W4DL20K26DL6B4DL4B/74"
"House of Tartan", "3227", "District", "Strathyre Dress", "W=E0E0E0White;T=604000BROWN;DR=B80000DARK RED;G=106048GREEN;PB=8820ACLAVENDER;LN=A8A8A8LIGHT GRAY; W72G12DR4G6W4G6T12PB8G4PB4W4PB4G4PB8T12G6W4G6DR4G12"
"House of Tartan", "1485", "Clan", "Stuart of Bute", "K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/24G12K2G4K2G2K12R48W/4"
"House of Tartan", "1374", "Artifact", "Stuart Pr Charles Edward", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; R/32A20K28W4K8W6K8G52R22K8R8W/4"
"House of Tartan", "1281", "Commemorative", "Stuart Silver", "A=5C8CA8AZURE;T=604000BROWN;G=006818GREEN;N=888888GREY;W=E0E0E0WHITE;Y=E8C000YELLOW; N/120A10N16Y4N8W4N8G32T16N4T8W/4"
"House of Tartan", "1359", "Family", "Sturrock", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; R/52B16K16G22R16Y3R/16"
"House of Tartan", "10589", "Corporate", "Submariners", "R=FF0000RED;NB=000080NAVY BLUE;Y=FFE600YELLOW;W=FFFFFFWHITE;B=0000CDBLUE; R/4NB2Y8NB48W4NB2W4NB16W16R16NB2B24NB2W/8"
"House of Tartan", "10639", "Corporate", "Sugiyama", "DB=000080DARK BLUE;B=0000CDBLUE;G=008B00GREEN; B14DB4B50DB20G42DB4.DB12G65DB32B76DB6B26"
"House of Tartan", "2179", "Family", "Summers", "B=2C2C80BLUE;DG=003820DARK GREEN;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; DG10R5DG42B16G5B5G5B5G36B5G5B5G5B16DG42R5DG10Y5DG42B16G5B5G5B5G36B5G5B5G5B16DG42Y5"
"House of Tartan", "7511", "Fashion", "Sunderland of Scotland", "LO=EC8048LGT ORANGE;AY=DC943CANC YELLOW;R=C80000RED;K=101010BLACK;N=888888GRAY; R/4K36N20K12N20K84N/4"
"House of Tartan", "295", "Clan", "Sutherland Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/12K10B20K20G26K6G26K20W8B8W36B4W/6"
"House of Tartan", "930", "Clan", "Sutherland Old", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE; G/12W4G48K24B6K4B4K4B24R2B2R/6"
"House of Tartan", "5161", "District", "Swedish", "MY=C89800DARKER YELLOW;K=000000BLACK;FSB=3474FCLIGHT BLUE;LN=C8C8C8WHITE;RB=00008CBALMORAL;G=004C00DARK GRN; RB/80MY1K4MY4K4MY4K22G36RB4FSB6LN/2"
"House of Tartan", "10003", "Name", "Taggart", "A=687DA7AZURE;K=000000BLACK; R=BD3341RED;RB=2D376CROYALBLUE; G=31443EGREEN R/6A8K2R4K2A70RB8R4K4R4K8R4RB10G12K2R4K2G10R/8"
"House of Tartan", "1103", "Family", "Tara Murphy Irish", "K=101010BLACK;T=604000BROWN;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/4G6R4G52T20K4W6K4Y4K6R4K/16"
"House of Tartan", "7614", "Corporate", "Tarassow Russian Scouts", "LO=F0B440LGT ORANGE;DY=F09400GOLD;K=101010BLACK;W=E0E0E0WHITE;AB=1870A4ANC BLUE;DR=880000DARK RED;R=C80000RED;VG=288028VERDANT; K/8DY8K8DY2K21W8AB8R8K42VG100DY2K8DY8K/8"
"House of Tartan", "2389", "Corporate/Sport", "Tartan Army", "B=2C2C80BLUE;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/8NB4B36NB16W4NB4W4NB20R10Y4R10NB20W4NB4W4NB16B8NB4B8NB4B/44"
"House of Tartan", "10371", "Commemorative", "Tawain Scottish", "R=C80000RED;W=E0E0E0WHITE;K=101010BLACK;DR=880000DARK RED;G=006818GREEN;B=2C2C80BLUE; R/26W4R26K6DR26G42B6K36B18K4B4K4B30W/4"
"House of Tartan", "809", "Family", "Taylor", "K=101010BLACK;G=006818GREEN;P=780078PURPLE;LR=D05054ROSE;Y=E8C000YELLOW; G/16K4G26LR8G24P44G10Y/6"
"House of Tartan", "823", "Family", "Taylor Dress", "K=101010BLACK;G=006818GREEN;LVP=C49CD8LGT VIOLET;KR=D05054ROSE;W=E0E0E0WHITE;Y=E8C000YELLOW; G/18K4KR8G28W6LVP6W46G10Y/6"
"House of Tartan", "1065", "Family", "Teall of Teallach", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; K/4A12K2B14G26W2K22R28Y/4"
"House of Tartan", "832", "Family", "Teallach", "DN=5C5C5CDARK GREY;DOG=604000DARK OLIVE;N=888888GREY;OG=5C6428OLIVE GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; DOG/6DN26DOG6N26OG46W6DOG38R48Y/8"
"House of Tartan", "10083", "Name", "Telfer", "R=C80000RED;B=2C2C80BLUE;K=101010BLACK;G=006818GREEN;DB=1C1C50DARK BLUE;GO=BC8C00DARK GOLD;SCR=C8002CSCARLET;DR=880000DARK RED;SB=A8ACE8SKY BLUE;Y=E8C000YELLOW; SB/4DB10DR40SB2DB12R70G12Y4G/18"
"House of Tartan", "10095", "Name", "Telfer Green", "DB=1C1C50DARK BLUE;AB=1870A4ANC BLUE;GO=BC8C00DARK GOLD;DR=880000DARK RED;DG=004C2CDARK GREEN;G=006818GREEN; AB/4DB10DR32DB12DG74G10GO4G/14"
"House of Tartan", "2346", "Corporate", "Tenmaya", "DN=5C5C5CDARK GREY;LN=C0C0C0LIGHT GRAY;NB=003C64NAVY BLUE;LR=D05054ROSE; LN/4LR20NB8LR4NB4LR4DN48LN/4"
"House of Tartan", "1653", "Family", "Tennant", "K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;R=C80000RED; R/4T28B28K28G28T28R/4"
"House of Tartan", "3067", "District", "Tennessee State American", "DG=003820DARK GREEN;R=C80000RED;RB=1C0070ROYAL BLUE;W=E0E0E0WHITE;G=006818GREEN; R/8RB48W4RB4G4R4G28RB4G48W/4"
"House of Tartan", "2204", "Weavers", "Terry Clan/Family", "DR=880000DARK RED;G=006818GREEN;MY=D09800M YELLOW;OG=5C6428OLIVE GREEN;R=C80000RED; G42MY2G6R6G6MY2G42MY2G6R6OG6MY2OG66MY2OG6R6G6MY2G42MY2G6R6G6MY2"
"House of Tartan", "5136", "District", "Teviotdale", "K=101010BLACK;T=604000BROWN;CW=FCFCFCCLEAR;DB=202060DARK BLUE;DG=003820DARK GREEN;RB=1C0070ROYAL BLUE;YT=D8B000TAN YELLOW;W=E0E0E0WHITE;G=006818GREEN;B=2C2C80BLUE;BL=1474B4BALMORAL BLUE K10BL6T8YT2B26T26G58W4G58T26B26YT2T8BL6"
"House of Tartan", "852", "District", "Texas Bluebonnet", "B=2C2C80BLUE;G=006818GREEN;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/16R4B32W4R4W4LB32W4LB32W4Y/4"
"House of Tartan", "1256", "Dress", "Thain", "K=101010BLACK;W=E0E0E0WHITE;Y=E8C000YELLOW; K/28W2K4W4K4W2K28W2K4W4Y4W2Y/44"
"House of Tartan", "10655", "Corporate", "Thistle and Kudzu Scottish Socie", "DG=006400DARK GREEN;LG=86C87CLIGHT GREEN;P=AA00FFPURPLE;W=FFFFFFWHITE P/12LG30DG30W/4"
"House of Tartan", "5763", "Family", "Thomas Welsh", " G4R48B4G24W2K4R4.PG4R48B4G24B2K4R4"
"House of Tartan", "2416", "Corporate", "Thomas Blake Glover", "B=2C2C80BLUE;LT=A08858LIGHT BROWN;WR=680028WINE RED; B8WR32LT12WR32LT12WR32B16WR12B8WR32B4LT2B4WR32B8WR12B16WR32LT12WR32LT12WR32"
"House of Tartan", "6990", "Personal", "Thomas Jean Marc", "LB=2888C4LIGHT BLUE;R=C80000RED;K=101010BLACK;Y=E8C000YELLOW;NB=003C64NAVY BLUE; LB144R32K10Y4NB32Y4K10R32"
"House of Tartan", "2421", "Clan", "Thompson Camel", "K=101010BLACK;LT=A08858LIGHT BROWN;R=C80000RED;W=E0E0E0WHITE; W/4K20W20K10LT40R/4"
"House of Tartan", "1611", "Family", "Thompson Grey", "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE; R/4K20W20K10N40R/4"
"House of Tartan", "16111", "Small", "Thompson Grey", "K=101010BLACK;N=888888GREY;R=C80000RED;W=E0E0E0WHITE; R/4K20W20K10N40R/4"
"House of Tartan", "2093", "Family", "Thompson Hunting", "A=5C8CA8AZURE;K=101010BLACK;T=604000BROWN;G=006818GREEN; A/8T56G12A24K24A/6"
"House of Tartan", "1443", "Trade", "Thompson Navy", "T=604000BROWN;SCR=A00048CRIMSON;DB=202060DARK BLUE;W=E0E0E0WHITE; SCR/6DB30W26T12DB4T4SCR/4"
"House of Tartan", "286", "Personal", "Thompson's Fancy", "A=5C8CA8AZURE;K=101010BLACK;B=2C2C80BLUE;T=604000BROWN;R=C80000RED; A/6K24A24B12T48R/12"
"House of Tartan", "2094", "Family", "Thomson Dress", "A=5C8CA8AZURE;K=101010BLACK;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; R/8A56K12W24K24Y/6"
"House of Tartan", "231", "Personal", "Thomson Lord.. (Hunting)", "A=5C8CA8AZURE;K=101010BLACK;T=604000BROWN;G=006818GREEN; A/6K24A24G12T56A/8"
"House of Tartan", "6862", "Corporate", "Thorntons Law", "W=E0E0E0WHITE;SR=C80030RED;BG=00AC94TEAL;RB=1C0070ROYAL BLUE; W2SR10BG20RB20"
"House of Tartan", "7526", "District", "Thousand Islands", "LB=2888C4LIGHT BLUE;W=E0E0E0WHITE;O=D87C00ORANGE;K=101010BLACK;R=C80000RED;G=006818GREEN;FB=74846CFADED BLUE;B=2C2C80BLUE; B/40LB16O10K12LB8R6LB6FB60R4LB/6"
"House of Tartan", "10682", "Corporate", "TIlted Kilt", "R=FF0000RED; K=101010BLACK; W=FFFFFFWHITE; G=006400GREEN; Y=FFE600YELLOW; B=0000CDBLUE; R/66B2K11Y4K2W4K11G2R8K2R8W/2"
"House of Tartan", "1002", "Corporate", "Timespan (MacKay)", "K=101010BLACK;G=006818GREEN;N=888888GREY;R=C80000RED; G/36R6K36R6N/36"
"House of Tartan", "2249", "County", "Tipperary Irish", "LUT=84581839 BROWN;K=000000BLACK;DG=043828BOTTLE;SCR=A00028SCARLETT;ST=886044DESERT; SCR/16LUT4SCR16DG24LUT24K16SCR/66"
"House of Tartan", "5107", "Family", "Todd", "B=2C2C80BLUE;G=289C18LIGHT GREEN;DP=780078PURPLE;R=C80000RED;W=E0E0E0WHITE; B/56G6DP6G16W6G6W6G6R/6"
"House of Tartan", "2538", "Corporate", "Tokyo Bluebells", "K=101010BLACK;B=2C2C80BLUE;W=E0E0E0WHITE;ZZ=808080MISSING COLOUR;OO=1008000ORANGE-BASIC;SB=A8ACE8SKY BLUE;LSB=98C8E8LIGHT SKY;BL=1474B4BALMORAL BLUE;R=C80000RED; BL72R4BL4R4BL4K28BL52W8BL52K28BL4R4BL4R4"
"House of Tartan", "922", "Family", "Tooth", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; G/4W8B38K28G50R4Y2G/10"
"House of Tartan", "8185", "Dress", "Torridon", "WW=E0E0E0WHITE;K=101010BLACK;G=798480;P=BD3776;B=207DA8; K/4W56K8W2K8P32B6P4G4P6B/2"
"House of Tartan", "2344", "Family", "Toshach", "DBG=005448DARK BLUE GREEN;DG=003820DARK GREEN;LB=2888C4LIGHT BLUE;R=C80000RED;W=E0E0E0WHITE;G=006818GREEN;B=2C2C80BLUE;BL=1474B4BALMORAL BLUE;LG=289C18LIGHT GREEN; LB/8LG10DBG8LG20W4LG20DBG4LG4DBG40R8DBG8W8DBG8W8DBG40LG4DBG4LG20W4LG20DBG8LG/20"
"House of Tartan", "5099", "Personal", "Tough", "DR=8C0000DARK RED;K=000000BLACK;G=004C00DARK GRN;YT=DCBC00YELLOW;DN=646464MEDIUM GREY; DR/4K8G64K8YT2DN/8"
"House of Tartan", "720", "Trade", "Trafalger", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;Y=E8C000YELLOW; G/6B2G16B14K6Y/2"
"House of Tartan", "3093", "Weavers", "Traill Clan/Family", "BL=1474B4BALMORAL BLUE;K=101010BLACK;T=604000BROWN;DR=800000DARK RED;G=006818GREEN;Y=E8C000YELLOW; DR/32Y4T14Y4BL48K4G/4"
"House of Tartan", "5846", "Personal", "Trevison", "K=101010BLACK;LG=289C18LIGHT GREEN;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE; K/26R4W4LG4K26R12W6NB4W6R12K2R/94"
"House of Tartan", "712", "District", "Tulsa", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED; G/26B16G26R28K6R/28"
"House of Tartan", "10742", "Corporate", "Tune Hotels", "R=A50313RED;LR=EE2E24LIGHT RED;DR=962121DARK RED;W=FFFFF0WHITE LR/6R36DR12LR30R8LR6R8LR14W/4"
"House of Tartan", "614", "Family", "Tupper. Sir Charles..", "B=2C2C80BLUE;T=604000BROWN;G=006818GREEN;Y=E8C000YELLOW; B/8T14Y6T24G30T10B40T10G8T/4"
"House of Tartan", "1749", "Family", "Turnberry Manx Snaefell", "DT=441800DARK BROWN;LT=A08858LIGHT BROWN;W=E0E0E0WHITE; LT/44DT4LT4DT4LT4DT30W34DT/6"
"House of Tartan", "1035", "Clan", "Turnbull Dress", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; K/14B6G56R56Y/6"
"House of Tartan", "1265", "Clan", "Turnbull Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE;Y=E8C000YELLOW; K/14Y6G56B56W/6"
"House of Tartan", "1175", "District", "Tweedside", "K=101010BLACK;R=C80000RED;W=E0E0E0WHITE; K/36R4K4R10W4R4W4R4K/4"
"House of Tartan", "163", "District", "Tweedside Hunting", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;W=E0E0E0WHITE; B/42G10K10G30W6G10W6G10K/6"
"House of Tartan", "1128", "District", "Tyndrum", "K=101010BLACK;T=604000BROWN;N=888888GREY; K/8N8K4T24K16N8K4N4K4N/24"
"House of Tartan", "2351", "Corporate", "Tyneside Blue", "DB=202060DARK BLUE;NB=003C64NAVY BLUE;R=C80000RED;W=E0E0E0WHITE;BL=1474B4BALMORAL BLUE;AW=E8CCB8ANC WHITE; BL124DB44W6DB4W4DB6R2DB6W4DB4W6DB44"
"House of Tartan", "593", "District", "Tyneside Scottish", "B=2C2C80BLUE;G=006818GREEN;DT=480800UMBER; B/22DT2B2DT2B2DT16G16DT2G16DT16B16DT2B/2"
"House of Tartan", "2264", "County", "Tyrone Irish", "DWR=5C0014DARK RUBY;LUT=9C7C28DESERT;VG=005448M GREEN;DW=C4C4A4PUTTY;UT=28200CUMBER; DWR/100LUT12UT14VG4UT4DW4UT4LUT28DWR16UT4DWR18VG/6"
"House of Tartan", "7602", "Fashion", "Uist Green", "W=F0E0C8WHITE;R=C80000RED;DG=003820DARK GREEN;G=006818GREEN; W/6DG4W60DG6G54R4G/6"
"House of Tartan", "1196", "District", "Ulster Irish", "K=101010BLACK;LT=A08858LIGHT BROWN;R=C80000RED;Y=E8C000YELLOW; K/4R4K4LT58K4Y4K4Y56K4Y/56"
"House of Tartan", "276", "Canadian", "Unidentified", "A=5C8CA8AZURE;K=101010BLACK;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; A/4K8A10R40A10K32G24Y6G14R/8"
"House of Tartan", "351", "", "Unidentified Tartan", "K=101010BLACK;B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE;Y=E8C000YELLOW; B/16K4R14K4B16K4R66W186Y6R6Y6W68R196Y6R6Y6R66K4B16K4R14K4B/16"
"House of Tartan", "463", "Artifact", "Unidentified", "G=006818GREEN;P=780078PURPLE;R=C80000RED; P/8R6P52R52G52R/8"
"House of Tartan", "598", "", "Unidentified Tartan", "B=2C2C80BLUE;T=604000BROWN;R=C80000RED; B/48T6B48T57R/12"
"House of Tartan", "622", "", "Unidentified Tartan", "B=2C2C80BLUE;R=C80000RED;W=E0E0E0WHITE; B/10W24B8W8B8W6B74W6B6R/8"
"House of Tartan", "2144", "Unknown", "Unidentified B'gowrie", "K=101010BLACK;B=2C2C80BLUE;G=006818GREEN;R=C80000RED;Y=E8C000YELLOW; G60Y4G10Y4G8K30B58R4B58K30G10Y4G8Y4G34"
