"Source","Source ID","Category","Name","Palette","Threadcount","Overview","Comment","Copyright","Update date"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/34 K6 B6 K6 B6 K32 G30 K4 W6 K4 G30 K32 B32 K6 B/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/16 K4 B4 K4 B4 K16 G14 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/16 K2 B4 K2 B4 K12 G16 K2 W4 K2 G16 K12 B16 K2 B/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; K#000000; G#008000; B#304080; ","B/2 K2 B12 K12 G12 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","W#e0e0e0; T#806050; K#000000; B#304080; ","B/56 K6 B12 K6 B12 K40 T56 K6 W/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes","Y#f0c000; R#c00000; K#000000; G#008000; ","R/2 G32 K16 G8 K8 Y/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes Ancient","W#e0e0e0; K#000000; G#008000; B#304080; ","B/2 K12 B12 K12 G12 K2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes, dress","W#e0e0e0; K#000000; G#008000; B#304080; ","B/4 K4 B16 K16 G24 K2 W4 K2 G24 K16 W6 B6 W28 B4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbes, of Druminnor","I#402000; O#703000; W#e0e0e0; U#703000; G#008000; B#304080; ","B/4 O4 B16 I8 U4 G16 I2 W4 I2 G16 I12 B4 O4 B4 O4 B/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forbo Nairn","K#000000; J#000050; G#008000; F#800000; A#5480b0; ","A/8 G32 K28 J48 F/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forde","V#908000; R#c00000; K#000000; G#008000; ","G/4 K4 V4 K8 R4 K4 R4 K8 V4 G/64","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forrester / Foster","Y#f0c000; W#e0e0e0; R#c00000; G#008000; B#304080; ","W/8 B12 W2 B30 R46 G30 Y2 G12 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forrester / Foster, hunting","O#30a010; Y#f0c000; W#e0e0e0; K#000000; G#008000; ","K/6 Y4 G36 W6 G36 K6 Y8 K6 O36 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forsyth","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","K/8 G44 Y4 K32 B36 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forsyth","Y#f0c000; S#c00020; K#000000; G#008000; A#5480b0; ","K/23 A25 S4 A25 K23 Y2 G25 K4 G25 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fort William","O#30a010; K#000000; G#008000; A#5480b0; ","G/34 A4 O4 A4 K42 A4 K6 G60 K4 A4 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Forth","Y#f0c000; K#000000; G#008000; B#304080; A#5480b0; ","B/8 K6 B46 K18 G4 A4 G4 A4 G16 K4 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Frame","W#e0e0e0; R#c00000; B#304080; ","W/8 B28 R2 B2 W2 B2 R2 B28 R28 B2 R2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Franconian","Y#f0c000; W#e0e0e0; R#c00000; Q#000030; J#000050; G#008000; B#304080; ","Q/46 B10 Q10 G10 Q10 G50 J10 G10 Q10 G10 Q46 R10 Q10 Y10 Q46 G10 Q10 G10 Q10 G50 Q10 G10 Q10 B10 Q46 G14 R10 G10 W10 G10 R10 G/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser","W#e0e0e0; R#c00000; G#008000; ","W/4 R56 W4 R12 W4 G42 W4 G42 W4 R12 W4 G42 W4 G42 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser","W#e0e0e0; R#c00000; J#000050; I#003000; ","R/4 J24 R4 I24 R48 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Gathering, Red","W#e0e0e0; R#c00000; J#000050; G#008000; ","W/4 R48 G4 J10 R8 G22 R4 J24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Gathering, dress","O#30a010; W#e0e0e0; R#c00000; J#000050; I#003000; G#008000; ","G/4 W48 O4 J10 I8 O22 I4 J24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Gathering, hunting","O#30a010; W#e0e0e0; R#c00000; J#000050; I#003000; ","W/4 I48 O4 J10 I8 O22 I4 J24 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser Hunting","T#806050; R#c00000; G#008000; B#304080; ","R/2 T8 G6 T2 B6 T/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser hunting","W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","R/6 T36 G20 T4 B20 T4 B20 T4 G20 T36 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser hunting, dress","W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","B/8 T48 G34 T6 W36 T6 W36 T6 G34 T48 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser of Altyre","R#c00000; G#008000; B#304080; ","B/4 R4 G80 R4 B4 R4 B9 R9 B80 R4 B4 R89 B4 R/9","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser of Lovat","W#e0e0e0; R#c00000; G#008000; B#304080; ","B/2 R2 B24 G24 R32 W4 R32 G24 R2 B2 R2 B/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Arisaid","O#600030; W#e0e0e0; Q#000030; ","Q/6 W4 Q20 O20 W64 O20 W4 Q6 W4 Q/28","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Arisaid","W#e0e0e0; G#008000; B#304080; ","B/6 W4 B20 G20 W64 G20 W4 B6 W4 B/28","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Red dress","W#e0e0e0; R#c00000; G#008000; F#800000; B#304080; ","W/8 R20 W50 G38 F8 B36 R/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Stewart of Athol","R#c00000; G#008000; B#304080; ","B/2 R2 B24 G24 R32 G4 R32 G24 R2 B2 R2 B/32","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Stewart of Athol","R#c00000; G#008000; B#304080; ","B/6 R6 B44 G40 R60 G8 R60 G40 R6 B6 R6 B/56","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Wedding dress","R#c00000; G#008000; B#304080; ","G/4 R6 B4 R96 B120 R42 G4 R42 G120 R96 B4 R6 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Yellow","Y#f0c000; W#e0e0e0; R#c00000; G#008000; B#304080; ","R/4 W4 Y54 G28 Y4 B28 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, Yellow","Y#f0c000; W#e0e0e0; G#008000; B#304080; ","W/4 Y32 G12 Y4 B12 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, dress","W#e0e0e0; R#c00000; K#000000; G#008000; ","K/4 W27 G14 R6 K14 R/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fraser, hunting","W#e0e0e0; T#806050; R#c00000; G#008000; B#304080; ","T/4 B28 T4 G28 T56 R8 T56 G28 T4 B28 T4 B28 T4 G28 T56 W/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fredericton","Y#f0c000; W#e0e0e0; R#c00000; P#800080; G#008000; A#5480b0; ","P/6 A2 W18 R12 G10 A4 W4 A4 W4 A4 G24 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fredericton","Y#f0c000; W#e0e0e0; R#c00000; P#800080; G#008000; A#5480b0; ","P/2 A2 W2 R4 G14 A12 W4 A4 W4 A4 G32 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Fulton","Y#f0c000; R#c00000; M#802040; K#000000; G#008000; ","M/8 K4 G34 R12 G12 R12 G30 R40 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gallowater","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","R/10 K18 A10 B18 G40 Y/5","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gallowater, New","Y#f0c000; W#e0e0e0; R#c00000; P#800080; K#000000; G#008000; A#5480b0; ","R/10 K32 A14 P32 W2 G42 Y/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gallowater, Old","Y#f0c000; P#800080; K#000000; G#008000; A#5480b0; ","Y/10 G40 P19 A10 K/19","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway","Y#f0c000; R#c00000; I#003000; G#008000; ","R/6 I2 G64 I64 G2 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway dress","Y#f0c000; R#c00000; G#008000; B#304080; ","G/4 R2 B32 R32 B2 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway, dress","W#e0e0e0; R#c00000; G#008000; B#304080; ","G/2 R2 B32 R32 B2 W/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galloway, hunting","W#e0e0e0; R#c00000; I#003000; G#008000; ","R/6 I2 G64 I64 G2 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galt, Sir Alexander..","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","R/8 G44 K32 Y4 K6 W6 K4 B40 R16 K4 R8 K2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Galway","O#d00000; Z#906030; Q#000030; G#008000; ","O/8 G26 O6 Q8 O6 Q6 O80 Q8 O4 Z/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gammell","M#802040; J#000050; G#008000; D#401000; ","J/64 D6 J6 D6 J6 D20 G48 M/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gary","Y#f0c000; W#e0e0e0; R#c00000; P#800080; K#000000; ","P/4 R2 K8 Y4 K24 Y16 K24 Y4 K8 Y2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/36 G8 K8 W8 G32 B8 G32 W8 K8 R10 G8 W8 G8 R10 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, Arisaidh","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","B/40 G10 K10 W44 B10 W44 K4 Y4 K4 R12 G8 W8 G6 R8 K4 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, Bodyguard","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","K/8 R10 G6 W8 G8 R10 K8 W8 G32 B8 G32 W8 K8 G8 R/36","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, dress","W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/28 G8 K8 W8 G24 A8 G24 W8 K8 R12 G8 W8 G6 A8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gayre, hunting","R#c00000; N#808080; K#000000; G#008000; B#304080; ","B/32 G8 K8 N44 B10 N44 K6 R10 G8 N8 G8 R8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","George Brown","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","W/4 R6 K8 R16 G50 R8 K30 B58 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Georgia","R#c00000; K#000000; G#008000; A#5480b0; ","G/72 K4 G4 K4 G6 K24 A20 R/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gibbs, Gibson","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","A/4 G32 W2 B4 W2 Y6 W4 Y6 W2 B4 W2 R32 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillespie","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","R/52 A4 K12 Y4 G16 R4 K8 A4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillies","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/176 K30 G18 R24 G40 K6 Y16 K6 G40 R24 G18 K30 B48 K/72","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillies","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/64 K24 B24 G12 R12 G36 K4 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillies, Blue dress","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","G/4 W8 G4 W56 K26 A20 Y10 A32 K4 R/14","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillies, dress Blue","Y#f0c000; W#e0e0e0; R#c00000; K#000000; B#304080; A#5480b0; ","Y/12 K4 A30 R10 A18 K26 W50 B4 W6 B/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillies, dress Green","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/4 W6 A4 W50 K24 G16 R12 G30 K4 Y/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gillies, dress Red","Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; A#5480b0; ","A/4 W8 A4 W48 K24 R16 G10 R30 K4 Y/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gipsy","W#e0e0e0; R#c00000; K#000000; B#304080; ","K/2 R2 B10 R2 W2 R2 K10 R2 K/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow","O#d03030; G#008000; B#304080; ","G/50 O8 B48 O42 G50 O6 B/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow","W#e0e0e0; R#c00000; N#808080; I#003000; A#5480b0; ","A/4 I6 W38 R30 N6 R6 I/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow, '88","Y#f0c000; W#e0e0e0; R#c00000; N#808080; B#304080; A#5480b0; ","R/12 N2 R8 B8 N4 W2 Y2 W2 N2 W4 N2 W2 A2 W2 N3 B12 R68 N2 R2 N2 R3 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow, Academy","P#800080; K#000000; J#000050; ","J/22 K3 J3 K3 J3 K22 P22 K4 P22 K22 J22 K4 J/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow, Celtic Society","T#806050; R#c00000; K#000000; G#008000; B#304080; ","B/16 T6 B6 T6 B6 T6 B8 G8 K6 G6 K6 G6 K6 G26 R16 G8 B6 K/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow, Rock and Wheel","M#802040; G#008000; B#304080; ","B/4 M8 G50 M42 B48 M8 G/50","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgow, University of","O#908000; W#e0e0e0; K#000000; G#008000; B#304080; ","B/4 W4 K4 O4 K14 G8 B44 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glasgows, Miles Better","O#505050; Y#f0c000; R#c00000; N#808080; ","Y/24 N8 O8 Y8 O8 R8 O30 N30 R30 Y/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Affric, Fragment","O#b0b0b0; R#c00000; K#000000; G#008000; ","K/4 G4 O20 G4 O14 G4 O14 G4 O10 G4 R28 O2 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen App","W#e0e0e0; U#703000; P#800080; ","P/74 W18 P6 U18 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Boig","O#006020; T#806050; D#401000; ","O/74 T18 O6 D18 T/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Clova","O#703000; Z#906030; W#e0e0e0; U#703000; T#806050; ","Z/4 O12 U4 O12 T24 U4 W4 U4 Z4 U12 T8 O/78","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Erin","O#30a010; T#806050; R#c00000; J#000050; G#008000; B#304080; ","J/32 G16 B16 G16 J32 R6 T6 O/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Flesk","W#e0e0e0; T#806050; K#000000; G#008000; ","G/4 W4 G4 W8 K8 W8 K8 W8 K8 W8 T4 W4 T/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Lyon","K#000000; G#008000; B#304080; ","B/16 G14 K/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Lyon","O#30a010; K#000000; B#304080; ","B/8 K8 O/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Lyon","R#c00000; K#000000; G#008000; ","K/12 G10 R/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Lyon, or Mull (No.53)","K#000000; G#008000; A#5480b0; ","A/4 G6 K/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Moy","O#c0c0c0; W#e0e0e0; N#808080; K#000000; ","O/98 N12 K16 W5 K5 W5 K5 N28 O16 K5 O16 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Moy","W#e0e0e0; R#c00000; J#000050; ","J/74 W18 J6 R18 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Nevis","Z#906030; W#e0e0e0; N#808080; M#802040; K#000000; ","Z/44 W4 Z4 W4 Z8 K10 Z10 K10 N10 M4 N26 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Orchy","O#d03030; R#c00000; G#008000; B#304080; A#5480b0; ","A/2 B6 O2 R4 G36 R4 B16 A2 R8 G16 R4 B36 O2 R4 G/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Orchy","R#c00000; G#008000; B#304080; A#5480b0; ","B/4 A2 R4 G32 R4 B12 A2 R4 G12 R4 B32 A2 R4 G/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Orchy","R#c00000; G#008000; B#304080; A#5480b0; ","A/4 R6 B6 R10 G28 R6 B4 R10 G4 R6 B28 R10 G6 R6 A/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Orchy, or MacIntyre","R#c00000; K#000000; G#008000; B#304080; A#5480b0; ","G/4 K4 R6 G36 R6 B12 A2 R8 G12 R4 B36 R6 G4 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Shee","T#806050; G#008000; C#900030; ","C/74 T18 C6 G18 T/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Tilt","W#e0e0e0; R#c00000; G#008000; B#304080; ","W/4 G4 R4 G56 R4 B24 R44 G4 R4 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glen Trool","T#806050; R#c00000; I#003000; ","I/74 T18 I6 R18 T/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glenaladale, Plaid","W#e0e0e0; R#c00000; G#008000; B#304080; ","B/56 R52 W4 B10 W4 R52 G56 R10 W4 R/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glencoe","W#e0e0e0; K#000000; G#008000; ","K/74 W18 K6 G18 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glendronach","Y#f0c000; W#e0e0e0; V#908000; G#008000; C#900030; ","G/42 C4 W2 V6 C4 G10 C42 V2 Y2 V2 C2 G/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gleneagles Group","H#607030; I#600030; G#008000; B#304080; ","I/4 B12 I10 G12 H4 G12 I/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gleneagles, Hotel","W#e0e0e0; V#908000; K#000000; ","K/4 V8 K72 V2 W70 V8 K/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gleneil","Y#f0c000; R#c00000; K#000000; G#008000; ","Y/4 G4 K2 G62 R48 K4 R4 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glenfalloch","I#006030; O#d03030; W#e0e0e0; Q#000030; M#802040; ","Q/8 O2 Q24 W2 O8 W2 I8 W2 M8 I24 Q2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glengarry Highland Games","W#e0e0e0; R#c00000; K#000000; G#008000; B#304080; ","K/10 B24 W4 R4 W4 B24 K16 R8 G12 R4 G4 R/16","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glengoyne, Distillery","W#e0e0e0; V#908000; K#000000; H#006030; B#304080; ","B/22 K6 B6 K6 B6 K18 H18 K2 V6 K2 H18 K18 B18 K2 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glenlivet","T#806050; R#c00000; G#008000; B#304080; ","B/6 G12 T35 G13 B6 G75 R6 G/18","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glenmorangie, Check","O#703000; U#703000; R#c00000; ","U/10 O20 R/10","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glenshee","I#c0c0c0; O#505050; W#e0e0e0; R#c00000; ","O/12 I4 R8 W4 R/48","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Glenturret","Y#f0c000; K#000000; J#000050; G#008000; ","K/6 G28 K28 G4 J30 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Golfers","O#d08010; W#e0e0e0; R#c00000; K#000000; B#304080; ","O/8 R4 K18 R50 K6 R4 K6 R8 B30 W/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon 1","W#e0e0e0; R#c00000; I#003000; G#008000; B#304080; A#5480b0; ","B/28 W2 G16 W2 I32 A12 W2 B28 W2 G28 A12 G12 R16 I12 R16 I/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon 2","Y#f0c000; K#000000; G#008000; B#304080; ","B/46 K6 B6 K6 B6 K34 G44 K4 Y8 K4 G44 K34 B44 K6 B/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon 3","Y#f0c000; K#000000; G#008000; B#304080; ","B/56 K6 B6 K6 B6 K44 G44 Y4 G5 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon 4","Y#f0c000; K#000000; G#008000; B#304080; ","B/24 K4 B4 K4 B4 K24 G24 Y4 G24 K24 B24 K4 B/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon 5","Y#f0c000; K#000000; G#008000; B#304080; ","B/20 K4 B4 K4 B4 K16 G20 Y4 G20 K16 B24 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon 6","Y#f0c000; R#c00000; K#000000; G#008000; B#304080; ","B/30 K6 B6 K6 B6 K30 G30 R2 G2 R8 G2 R2 G30 K30 B30 K6 B8 K6 B30 K30 G30 Y2 G2 Y8 G2 Y2 G30 K30 B6 K6 B6 K/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon dress","Y#f0c000; W#e0e0e0; K#000000; G#008000; B#304080; ","W/4 B2 W24 B4 W4 K16 B16 K4 B4 K4 B16 K16 G16 K2 Y4 K2 G16 K16 W4 B4 W24 B2 W/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon of Abergeldie, (Red..)","O#800070; Y#f0c000; W#e0e0e0; R#c00000; K#000000; G#008000; ","G/36 Y2 O12 K2 W2 R/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon of Esslemont","Y#f0c000; P#800080; K#000000; G#008000; ","K/8 P46 K46 G44 Y6 G6 Y/12","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, Ancient","Y#f0c000; K#000000; G#008000; B#304080; ","B/56 K2 B2 K2 B6 K24 G48 Y2 G2 Y4 G2 Y2 G48 K24 B36 K2 B/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, Miniature","Y#f0c000; K#000000; G#008000; B#304080; ","B/10 K2 B4 K4 G7 Y2 G7 K4 B10 K/2","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, Red","O#d03030; W#e0e0e0; S#c00020; P#800080; K#000000; G#008000; A#5480b0; ","P/32 W4 O14 W4 K28 A12 W4 P30 W4 G34 A12 G12 S16 K12 S16 K/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, Red","W#e0e0e0; R#c00000; K#000000; G#008000; C#900030; B#304080; A#5480b0; ","A/12 G12 R18 K12 R18 B18 W4 C16 W4 K32 A12 W4 B32 W4 G/36","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, dress 1","Y#f0c000; W#e0e0e0; K#000000; G#008000; ","W/8 K4 W32 K8 W8 K74 G24 K8 Y/8","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, dress 2","Y#f0c000; W#e0e0e0; K#000000; G#008000; B#304080; ","B/8 K8 B16 K16 G16 Y4 G16 W8 B12 W56 B8 W8 K8 Y/4","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, dress 3","Y#f0c000; W#e0e0e0; K#000000; G#008000; B#304080; ","B/48 K8 G16 Y8 G16 K8 W8 K8 W48 K2 W4 K2 Y/6","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, dress 4","Y#f0c000; W#e0e0e0; K#000000; G#008000; B#304080; ","B/6 K6 B32 K32 G34 Y10 G34 K32 W6 K6 W6 K6 W/40","","","","2016/10/31 08:48:48"
"Weddslist","","Scottish Tartans Society","Gordon, dress 5","Z#906030; Y#f0c000; W#e0e0e0; K#000000; D#401000; B#304080; A#5480b0; ","A/8 D4 A20 D20 Z34 Y8 Z34 D20 W10 K10 W36 B6 W/12","","","","2016/10/31 08:48:48"
