"Source","Source ID","Category","Name","Palette","Threadcount","Overview","Comment","Copyright","Update date"
"House of Tartan","6776","Corporate","Michigan State University American Corporate Tartan","K#101010 BLACK; N#888888 GRAY; CW#fcfcfc CLEAR; G#006818 GREEN; ","G/18 CW55 N19 G20 CW2 G20 K/5","Tartan Number: 6776. Earliest known date: 2005","Designed to celebrate and commemorate the 150th Anniversary of the founding of Michigan State University. Woven sample.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:47"
"House of Tartan","6777","District","Estonian National Tartan Estonian District Tartan","AB#1870a4 ANC BLUE; FSB#2474e8 FS BLUE; WW#f8f8f8 WILSON WHITE; K#101010 BLACK; B#2c2c80 BLUE; R#c80000 RED; Y#e8c000 YELLOW; ","AB64 Y2 R6 Y2 AB64 K10 AB6 K4 WW2 K4 AB6 K106 AB6 K4 WW2 K4 AB6 K10","Tartan Number: 6777. Earliest known date: 2005 September","The Estonian National Tartan designed by Kirsty Anderson of the MacNaughton Group, Perth. Organised by Shaw Marketing of Edinburgh (0131 557 5663) and to be launched during Estonian Week at the end of October. Colours taken from the Estonian national Flag.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:47"
"House of Tartan","6782","Personal","Cougan Irish Personal Tartan","WW#f8f8f8 WILSON WHITE; DR#880000 DARK RED; RB#1c0070 ROYAL BLUE; Y#e8c000 YELLOW; ","Y4 RB132 DR32 WW4 DR2 WW2 DR2 WW4 DR32 RB132","Tartan Number: 6782. Earliest known date: 2005 September","Designed by Douglas Gregor of Tartanweb as a personal tartan for Margot Coogan of County Laois, Ireland. The colours reflect those in the Cougan coat of arms - deep red representing the red cross in the shield and the white lines representing the three silver oak leaves.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:47"
"House of Tartan","6784","Fancy","Balamory Fancy Tartan","AW#ecccb8 PALE ROSE; LSB#98c8e8 LIGHT SKY; LB#1888d8 BALMORAL BLUE; LY#fcec94 PALE YELLOW; AK#1c1c1c ANC BLACK; ","LB/18 LSB4 LB18 LY4 LB18 AW32 LB2 AK20 AW8 AK4 AW4 AK4 AW8 LB/18","Tartan Number: 6784. Earliest known date: pre 2005","Archies kilt","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:47"
"House of Tartan","6787","Personal","Falconer of Labhdal Personal Tartan","K#101010 BLACK; WG#408060 WTHRD GREEN; EG#009468 Emerald Green; A#5c8ca8 AZURE; AL#48a4c0 ANDERSON BLUE; AA#789484 ANC AZURE; ","A28 K28 A28 EG80 A8 EG8 A8 EG80 A28 K28","Tartan Number: 6787. Earliest known date: 2005 August","This is what James K.R. Falconer calls an update of the family tartan submitted in September 2005 and is the conventional Falconer tartan as seen at #387 with an extra blue line in the centre of the green and the colours rendered in lighter shades. Woven by Drove Weaving of Langholm (Lochcarron) and organised through Pride of Lammermuir, Lady Hilary Menzies.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:47"
"House of Tartan","6789","District","Mississippi District Tartan","DG#003820 DARK GREEN; G#006818 GREEN; NB#003c64 NAVY BLUE; R#c80000 RED; Y#e8c000 YELLOW; W#e0e0e0 WHITE; ","DG/10 G20 NB02 DG10 G10 R04 DG10 G10 Y02 W/02","Tartan Number: 6789. Earliest known date: 2005","Karen M Green of the Mississippi Gulf Coast Scottish Highland Games and Celtic Music Festival designed the tartan using the House of Tartan online tartan designer. She hopes to get the approval of the MS State Legislature to adopt the tartan as the Mississippi State tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:48"
"House of Tartan","6793","Corporate","Port Authority of NY & NJ American Corporate Tartan","A#5c8ca8 AZURE; RB#1c0070 ROYAL BLUE; LB#2888c4 LIGHT BLUE; GO#bc8c00 DARK GOLD; NB#003c64 NAVY BLUE; ","NB/10 GO4 NB66 A78 RB4 A/18","Tartan Number: 6793. Earliest known date: 2005, October","Designed by Clair Hunter (ne Donaldson) of The House of Edgar for The Pipers Cove - a Highland dress shop in Kearney, New Jersey for use by the Pipers' Cove Pipe Band.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:48"
"House of Tartan","6796","Personal","Harding Personal Tartan","G#006818 GREEN; B#2c2c80 BLUE; N#888888 GRAY; R#c80000 RED; W#e0e0e0 WHITE; ","G/60 B4 N14 R28 N14 R14 W2 B/28","Tartan Number: 6796. Earliest known date: 2005","The tartan is part of a personal design project bringing together textile, silver and jewelry design and leatherworking, all inspired by the richness of the Scottish design and craft heritage.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:48"
"House of Tartan","6799","Corporate","Bear Corporate Tartan","SW#f0e8d0 SOFT WHITE; DW#b0b0b0 GRAY; ET#744000 EARTH; FG#a07c58 FAWN; OO#d07c00 ORANGE; CW#fcfcfc BRIGHT WHITE; K#101010 BLACK; Y#f0c800 YELLOW; OT#603800 DARK BROWN; ","K2 DW4 K2 OT48 FG4 OT4 FG24 OT8 OO8 Y8 SW8 CW8 DW8 K8 FG24 OT4 FG4 OT48","Tartan Number: 6799. Earliest known date: July 2005","The Bear tartan has been created to further promote identity and awareness of the International Bear Community. The composition of the colours used for the multiple stripe is based on the Bear Brotherhood flag","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:48"
"House of Tartan","6802","Personal","Palatine Union Personal Tartan","B#2c2c80 BLUE; K#101010 BLACK; LB#2888c4 LIGHT BLUE; W#e0e0e0 WHITE; R#c80000 RED; ","B/26 K6 B6 K6 B6 K20 LB20 W8 R8 W8 LB20 K20 B28 K6 B/6","Tartan Number: 6802. Earliest known date: 2004","Designed as a unique tartan for the wedding of Traepischke Graves (Trapper Graves) and Steve Lalor in Seattle. Palatine is an old Scottish name and also a district in Seattle.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:48"
"House of Tartan","6803","Clan","Shaw of Carolina Clan Tartan","K#101010 BLACK; B#2c2c80 BLUE; R#c80000 RED; NB#003c64 NAVY BLUE; W#e0e0e0 WHITE; G#006818 GREEN; ","K6 B12 K6 B36 R8 B8 W8 B36 K6 B12 K6 G12 K6 G36 W8 B8 R8 G36 K6 G12","Tartan Number: 6803. Earliest known date: 2005","Based on a cloth fragment and a description of a tartan blanket worn by Mary Irvine for her husband, John Shaw c.1800.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:48"
"House of Tartan","6805","Corporate","Flaumandrum Corporate Tartan","K#101010 BLACK; XR#c00000 RED; DR#880000 DARK RED; N#888888 GRAY; DY#e8c000 YELLOW; DN#5c5c5c DARK GREY; DY#e8c000 GOLD; ","DN24 K4 DN4 K4 DN4 K24 DR24 K2 DY4 K2 DR24 K24 DN24 K2 XR4 K2 DN24 K24 DR24 K2 DY4 K2 DR24 K24 DN4 K4 DN4 K4","Tartan Number: 6805. Earliest known date: 2005","The MacKenzie is the regimental tartan of the Seaforth Highlanders, who were raised by MacKenzie, Earl of Seaforth, in 1778. Flaumandrum Pipe Band wore the Seaforth tartan until this new design was made. House of Tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6807","District","Chinese Scottish District Tartan","Y#e8c000 YELLOW; R#c80000 RED; LG#289c18 LIGHT GREEN; B#2c2c80 BLUE; W#e0e0e0 WHITE; G#006818 GREEN; ","Y/6 R48 LG12 R6 LG6 B12 W2 B2 W4 B/116","Tartan Number: 6807. Earliest known date: 2006","The Chinese Scottish tartan was originally created to signify the special relationship that exists between Scotland and China and between the Scots and the Chinese community in Scotland. The inspiration for this tartan came from Madam Guo Guifang, Chinese Consul General, who once spoke of the unique Scottish tartan as one of the major tourist attractions for the Chinese and suggested the idea of creating a specific tartan for the Chinese people. Designed by Heather Yellowley of the Strathmore Woollen Company of Forfar and facilitated by Angus Council and the Scottish Tartans Authority, the tartan incorporates the colours of the Scottish Saltire together with the red and yellow of the Chinese flag. These are interwoven with green bands to symbolise the great co-operation between Scottish and Chinese botanists in the Botanic Gardens of Edinburgh - home to the world's largest collection of Chinese plants outside China itself. The yellow crosses the red in five places which signifies the five stars of the Chinese Flag, the biggest and brightest being represented by the yellow cross in the middle of the red. The tartan was presented to Madam Guo on 6th April 2006 as part of the Tartan Day Celebrations which took place in the Scottish county of Angus.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6812","Family","Maguire Clan Family Tartan","YT#d8b000 TAN YELLOW; DO#b84c00 DARK ORANGE; GN#406054 GREEN GREY; GO#bc8c00 DARK GOLD; EG#009468 ANCIENT GREEN; LO#ec8048 LGT ORANGE; AR#e86000 ANC RED; AG#00643c ANC GREEN; DY#e8c000 GOLD; ","AR116 EG8 AR8 EG8 AR24 DY84 AR24 EG8 AR8 EG8","Tartan Number: 6812. Earliest known date: 2005","The first Scottish Maguire as recorded with Lord Lyon. The design is based on MacQuarrie and was created by FE Maguire at the House of Tartan in Comrie, Perthshire. The tartan is intended for the use of all Scottish Maguires.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6813","Personal","Meanwood McMain Personal Tartan","DP#440044 DARK PURPLE; LP#b468ac MAUVE; B#2c2c80 BLUE; P#780078 PURPLE; ","DP60 B20 LP10 B20 DP60 B6 P10 B6 DP60 B6 P10 B6 DP60 B20 LP10 B20","Tartan Number: 6813. Earliest known date: 2005 December","This was a gift from her colleagues to Dr. McMain from the meanwood Group Practice in Leeds on the occasion of her relocation to Australia after 16 years in Leeds. Designed by Maxine Scott of the House of Tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6814","District","Aberuchill District Tartan","G#006818 GREEN; DR#880000 DARK RED; DP#440044 DARK PURPLE; HG#285800 HUNTING GREEN; DG#003820 DARK GREEN; K#101010 BLACK; MP#9c68a4 MAUVE; DO#b84c00 DARK ORANGE; TK#8c7038 KHAKI; OG#58581c OLIVE BROWN; ","MP/8 K2 OG10 DP30 OG30 G55 K4 DO/6","Tartan Number: 6814. Earliest known date: 2005","Aberuchill lends it name to the area south of Comrie where the river Ruchil meets the river Earn. The two rivers form the boundaries of the Aberuchill Estate for which this tartan was created.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6820","Fashion","Hebridean Heather Fashion Tartan","WW#f8f8f8 WILSON WHITE; NB#003c64 NAVY BLUE; N#888888 GRAY; DN#5c5c5c DARK GREY; AK#1c1c1c ANC BLACK; K#101010 BLACK; DWR#800028 DARK RUBY; W#e0e0e0 WHITE; ","W/4 NB2 DWR10 AK14 DN16 AK60 DN14 NB4 DN/8","Tartan Number: 6820. Earliest known date: 2005","Designed for new House of Edgar Collection in wedding grays. Originally called Balmoral but this was disallowed in recording as Balmoral tartans are restricted to the Royal Family.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6821","Fashion","Hebridean Granite Fashion Tartan","K#383838 BLACK; DN#484848 DARK GREY; N#888888 GRAY; LN#b0b0b0 LIGHT GRAY; WW#f8f8f8 WILSON WHITE; W#e0e0e0 WHITE; ","N/6 LN8 N8 K8 N36 K6 DN72 W/6","Tartan Number: 6821. Earliest known date: 2005","For a new House of Edgar collection. Intended to emulate the gray morning suit perhaps.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:49"
"House of Tartan","6822","Fashion","Hebridean Cairn Fashion Tartan","N#888888 GRAY; DN#484848 DARK GREY; MN#6c6c6c MIST GRAY; ","MN/4 DN72 MN8 DN40 MN12 DN12 MN12 DN/8","Tartan Number: 6822. Earliest known date: 2005","For a new House of Edgar Collection in wedding gray.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6823","Fashion","Hebridean Mist Fashion Tartan","N#888888 GRAY; DN#5c5c5c DARK GREY; ","N/4 DN72 N8 DN40 N12 DN12 N12 DN/8","Tartan Number: 6823. Earliest known date: 2005","For a new House of Edgar Collection in wedding gray. This is the same sett and colours as 6822 but as in Dark Island, the sett has been highlighted in the weaving process by with parts of the patern being woven 'face up' and the remainder 'back up'. To further accentuate the sett, the weft is slightly darker than the warp. Theoretically only one of these setts should be included but we have stretched a point to provide dated documentation for the weaver.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6850","Fashion","Pride of Scotland Platinum Fashion Tartan","K#101010 BLACK; W#e0e0e0 WHITE; DN#5c5c5c DARKGREY; LN#b0b0b0 LIGHT GRAY; LV#c49cd8 LGT VIOLET; ","LV/4 K52 DN26 LN4 K4 DN4 K26 DN4 LN4 DN4 K/14","Tartan Number: 6850. Earliest known date: 01/01/2006","ONLY FOR DISPLAY PURPOSE. Design owned by McCalls of Aberdeen and woven exclusively by Lochcarron of Scotland.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6857","Corporate","Capercaillie Corporate Tartan","WW#f8f8f8 WILSON WHITE; K#101010 BLACK; R#c80000 RED; DN#505050 DARK GREY; B#2c2c80 BLUE; ZR#a00000 RUST; ST#98481c SHALE BROWN; E#4c3428 DRAB; BN#344054 BLUE GREY; NB#3c4464 NAVY BLUE; ","WW/2 K4 R2 DN4 K36 NB4 K4 DN30 NB8 DN4 ST2 DN4 ST3 DN/4","Tartan Number: 6857. Earliest known date: 2005","RSPB Scotland will receive a 7% royalty on all products made from the new tartan, created in the colours of the world's largest woodland grouse, in a deal struck with the leading tartan weavers Lochcarron.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6862","Corporate","Thorntons Law Corporate Tartan","W#e0e0e0 WHITE; SR#c80030 RED; BG#00ac94 TEAL; RB#1c0070 ROYAL BLUE; ","W2 SR10 BG20 RB20","Tartan Number: 6862. Earliest known date: 2005","Thorntons WS is a Dundee based solictors, estate agents and investment consultants.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6864","Personal","Crawfordjohn Personal Tartan","NB#003c64 NAVY BLUE; B#2c2c80 BLUE; DG#003820 DARK GREEN; G#006818 GREEN; P#780078 PURPLE; ","NB16 B20 NB44 DG14 G20 DG44 P6 DG44 G20 DG14 NB44 B20","Tartan Number: 6864. Earliest known date: 2005","A tartan for the Barony of Crawfordjohn designed by the present baron, Travis K Svensson.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6872","Personal","Pienaar Personal Tartan","","Y6 G12 DG64 R8 Y4 R4 P14 DG4 W4 DG4 P14 R4 Y4 R8 DG64 G12","Tartan Number: 6872. Earliest known date: 2005","Rob Pienaar of Newtonhill, Aberdeenshire designed this tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6874","Personal","Harding Personal Tartan","NB#003c64 NAVY BLUE; R#c80000 RED; Y#e8c000 YELLOW; LP#b468ac MAUVE; G#006818 GREEN; K#101010 BLACK; ","NB/26 R100 Y14 LP12 G8 K/8","Tartan Number: 6874. Earliest known date: 2006","Richard Scott Harding created this design so that his family could have a tartan.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:50"
"House of Tartan","6882","Fashion","American National Fashion Tartan","W#e0e0e0 WHITE; K#101010 BLACK; R#dc0000 ; G#003c14 ; B#080848 ; X#000028 ; ","K/6 R6 G8 B14 K6 X78 B30 W/6","Tartan Number: 6882. Earliest known date: 01/01/2006","Designed by Erica Randall of The House of Edgar for Houston Kilts of Glasgow. Letter of appreciation on Scottish Tartans Authority file from President Bush thanking Ken MacDonald of Houston Kilts for 'the kilt outfit'./Threadcount and colours aren't 100% original. Generated manually./","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6889","Corporate","bodog.com Corporate Tartan","LN#c0c0c0 LIGHT GRAY; K#101010 BLACK; XR#c80000 BASIC RED; ","XR6 K50 XR50 K20 LN6 K20 XR50 K50","Tartan Number: 6889. Earliest known date: 2006","Corporate brand name and colours, red, black and silver grey used to support brand identification. Company owner and executive is Scottish. First tartan to be name after a web site and first ever tartan for Costa Rica.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6902","Isle","Heather Isle Weavers Tartan","RY#bc8c00 DARK GOLD; DP#440044 DARK PURPLE; LB#2888c4 LIGHT BLUE; P#780078 PURPLE; NB#003c64 NAVY BLUE; N#888888 GRAY; OG#808834 OLIVE GREEN; ","OG/160 NB32 DP16 P20 OG16 RY2 NB12 N/2","Tartan Number: 6902. Earliest known date: 2006","Designed in September 2005 for Lochcarron's new range and woven in several different qualities for kilts, ladies' skirts and scarves. The original count from Lochcarron stipulated light blue in place of this green but the woven sample used green so the count has been changed. It may be that the green version is meant to be 'weathered.'","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6945","","Mantle Tartan","G#006818 GREEN; A#5c8ca8 AZURE; BB#2c4080 BLUE; K#101010 BLACK; XR#c80000 RED; DR#880000 DARK RED; W#d8d8d8 SOFT WHITE; ","DR6 G4 DR6 G36 K28 W4 BB32 G6 BB32 W4 K28 G36 DR6 G4","Tartan Number: 6945. Earliest known date: 2006","A combination of Sinclair Hunting and MacQueen tartans relating to the clan associations of the the two families, Swan and Sinclair.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6953","Clan/Family","Bhoyrub Clan/Family Tartan","DY#e8c000 GOLD; R#c80000 RED; BL#1474b4 BALMORAL BLUE; P#780078 PURPLE; G#006818 GREEN; W#e0e0e0 WHITE; NB#003c64 NAVY BLUE; K#101010 BLACK; ","W/6 NB48 K6 NB6 K24 NB6 G12 R14 NB6 DY6 G6 NB/40","Tartan Number: 6953. Earliest known date: 2006","The tartan first appeared at the wedding of Iggy Bhoyrub in Aug 2006. Based on the colours of the two nations flags, Scotland and Mauritius. Robert Farquhar was first governor of Mauritius.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6954","Clan/Family","Cuthill Clan/Family Tartan","B#2c2c80 BLUE; G#006818 GREEN; R#c80000 RED; NB#003c64 NAVY BLUE; DR#880000 DARK RED; Y#e8c000 YELLOW; ","B6 G8 R4 G6 R6 G32 NB32 DR32 B6 DR6 B4 DR8 Y6 DR8 B4 DR6 B6 DR32 NB32 G32 R6 G6 R4 G8","Tartan Number: 6954. Earliest known date: 2006 July","Mr Cuthill based his design on Lindsay tartan which his family have worn since c1800 following the wedding between James Cuthill and Margaret Lindsay. (Unconfirmed and awaiting further research: a daughter of the Earl of Crawford)","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6955","Corporate","Nebraska, University of American Corporate Tartan","W#e0e0e0 WHITE; K#101010 BLACK; R#c80000 RED; ","W/12 K4 W4 K62 R82 K4 R4 K/8","Tartan Number: 6955. Earliest known date: 2006 June","This tartan weas designed by Strikke Designs of Hastings Nebraska and Lochcarron of Scotland to be used to support the Alumni Association. Colours are those of the University of Nebraska. Woven by Lochcarron.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:51"
"House of Tartan","6980","District","Alabama American District Tartan","W#e0e0e0 WHITE; B#2c2c80 BLUE; NB#003c64 NAVY BLUE; N#888888 GRAY; A#5c8ca8 AZURE; RR#901c38 MARROON; DCR#a00048 CRIMSON; LRB#1474b4 BALMORAL BLUE; R#c80000 RED; ","W/6 LRB4 W4 LRB4 W2 LRB50 NB8 N8 A2 N2 A2 N8 NB8 RR2 NB2 RR6 NB2 RR2 NB8 W2 NB4 W6 R/10","Tartan Number: 6980. Earliest known date: 2006","Designed in 2006 by Joseph Ryan Morrison, member of the planning committee for the first annual Tartan Day celebration in Alabama which will take place in Birmingham in April 2007. The five white stripes represent the region's first flag - the Bonnie Blue Flag which comprised a white, five pointed star on a blue background which was later adopted by Texas (the 'Lone Star State') and which became an unofficial flag of the Confederate States of America. The azure is for the State's clear blue skies, the navy the splendour of the Gulf waters and the grey the state's Confederate heritage while the combination of crimson, white and blue celebrates the State's inclusion in the Union. The bright crimson stripe flanked by the white represents the official State flag - the crimson saltire.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","6984","Corporate","Sonsub Corporate Tartan","DET#443c3c GREY; K#101010 BLACK; Y#d0d40c YELLOW; DN#645858 SONSUB; DUT#403838 SGRAY; LY#c4bc68 LGT YELLOW; ","DTT/60 K10 DTT38 K10 DTT4 DN40 LY4 DN40 K10 LY/8","Tartan Number: 6984. Earliest known date: 2006","","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","6990","Personal","Thomas Jean Marc Personal Tartan","LB#2888c4 LIGHT BLUE; R#c80000 RED; K#101010 BLACK; Y#e8c000 YELLOW; NB#003c64 NAVY BLUE; ","LB144 R32 K10 Y4 NB32 Y4 K10 R32","Tartan Number: 6990. Earliest known date: 2005","A personal tartan for Jean Marc Thomas, Paris.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","7001","Fashion","Blue Spirit Fashion Tartan","K#1e1a10 BLACK; W#e0e0e0 WHITE; B#1b056a BLUE; ","W/2 B4 K4 B80 K34 B6 K24 B/6","Tartan Number: 7001. Earliest known date: 01/08/2006","","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","7003","Clan","Matthews Clan Tartan","B#2c2c80 BLUE; R#c80000 RED; W#e0e0e0 WHITE; ","B/6 R48 B6 R6 B50 W/6","Tartan Number: 7003. Earliest known date: 2006 September","A variant of the Donnachaidh (Robertson) tartan and reflects the Matthews family membership of that clan. Can be worn by all of the name.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","7006","Personal","Cairns of Finavon Personal Tartan","K#101010 BLACK; DB#202060 DARK BLUE; DG#003820 DARK GREEN; G#006818 GREEN; B#2c2c80 BLUE; BL#1474b4 BALMORAL BLUE; DY#e8c000 GOLD; LDR#980044 LINDSAY; WW#f8f8f8 WILSON WHITE; ","G32 DB6 G6 DB6 G6 DB32 LDR30 DB2 DY6 DB2 LDR30 DB32 G30 DB6 G6 DB6 G30 DB32 LDR30 BL2 LDR6 BL2 LDR30 DB32 G6 DB6 G6 DB6","Tartan Number: 7006. Earliest known date: September 2006","","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","7016","Fashion","German Heritage (Fashion) American Fashion Tartan","DR#880000 DARK RED; GO#bc8c00 DARK GOLD; K#101010 BLACK; R#c80000 RED; ","GO/4 K2 DR8 K4 DR3 K4 DR64 R5 K63 DR4 K4 DR8 K2 GO/4","Tartan Number: 7016. Earliest known date: December 2006","Designed by William C. (Rocky) Roeger III of usakilts.com to honor anyone with German heritage. Itr is a private fashion tartan designed for ANYONE to wear, regardless of clan affiliation or nationality. The Colours were chosen to reflect those of the German flag. Woven sample.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:52"
"House of Tartan","7017","Fashion","German American (Fashion) American Fashion Tartan","GO#bc8c00 DARK GOLD; K#101010 BLACK; DR#880000 DARK RED; R#c80000 RED; B#2c2c80 BLUE; W#f8f4d8 WHITE; ","DR/4 K4 GO3 K4 DR54 R5 K54 DR4 K3 B9 K2 W/4","Tartan Number: 7017. Earliest known date: December 2006","Designed by William C. (Rocky) Roeger III of usakilts.com to honor German Americans and their contributions to American History. It is a private fashion tartan designed for ANYONE to wear, regardless of clan affiliation or nationality. The colors chosen in this tartan represent the flags of both countries, America and Germany. Woven sample.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:53"
"House of Tartan","7018","Fancy","Irish Heritage American Fancy Tartan","W#e0e0e0 WHITE; K#101010 BLACK; G#006818 GREEN; ","W/4 K6 G14 K6 G3 K75 G12 K6 G4 K6 G/4","Tartan Number: 7018. Earliest known date: 2006","This tartan was designed by William C. (Rocky) Roeger III of usakilts.com to honor anyone with Irish Heritage. It is a fashion tartan designed for ANYONE to wear, regardless of clan affiliation or nationality. The color green is to represent people of Irish heritage. The color black is for the strife that Ireland has endured. The color white is for the bright future of Ireland.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:53"
"House of Tartan","7024","Clan/Family","Anderson of Ardbrake Clan/Family Tartan","LB#2888c4 LIGHT BLUE; G#006818 GREEN; K#101010 BLACK; R#c80000 RED; W#e0e0e0 WHITE; Y#e8c000 YELLOW; B#2c2c80 BLUE; ","LB/4 G8 K6 LB2 R44 B4 K6 W8 K6 Y4 K4 Y4 K8 R4 LB6 B10 G18 R4 K/26","Tartan Number: 7024. Earliest known date: 2006 May","Designed by David A R Waterton-Anderson, Chairman of the Anderson Association in answer to requests from some members for an Anderson tartan with with a red, rather than a light blue bakcground. His notes on the design are as follows: ""The Anderson family of Ardbrake in Banffshire is amongst the principal families of the name. Evidence from many sources over five centuries show a high intermarriage and association with the powerful clan Gordon plus many other families in the north-east of Scotland, many of whom have tartans in strong red hues. The majority of tartans ascribed to the name Anderson embody a clear motif of a broad white and two yellow (tramline) stripes set on black and this new design follows this traditional feature.""","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:53"
"House of Tartan","7039","Artifact","Beckett Beaumont Artifact Tartan","W#e4e4e4 WHITE; AK#141010 ANC BLACK; OT#403828 OLIVE BROWN; R#c80000 RED; HG#405c34 HUNTING GREEN; DBG#204844 DARK TEAL; ","W/108 DBG14 W38 AK10 W16 HG16 W16 HG32 AK16 OT16 W42 R22 HG14 DBG22 HG16 W/14","Tartan Number: 7039. Earliest known date: 2006","This design is an experiment which uses the lines, colour and spacing of tartan to visually depict information. In this sense the original districts, distinguishable, for example, through the colours of the local flora and fauna, become elements in the key of a map. This process is informed through research in various techniques of analysis and concurrent visual languages. The tartan is to be displayed at the Beurofriedrich, Berlin as part of an art exhibition, as a series of banners, in the context of other visualizations of information. The Beckett Beaumont will also be available as neckties to the visiting public. This exhibition will be the official launch of the tartan. The first white stripe on the selvege is 54 threads. The repeat should cover two thirds of the 28 inch width of the cloth, approx. The repeat size is 20 inches at 40 tpi.","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:53"
"House of Tartan","7072","Corporate","Golden Broom (Corporate) Corporate Tartan","CLR#e87878 CORAL; K#101010 BLACK; R#c80000 RED; LR#e08070 ROSE; WG#5cac84 WTHRD GREEN; LB#648894 LIGHT BLUE; Y#e8c000 YELLOW; DR#980000 DARK RED; ","CLR/18 K2 DR38 K2 WG38 K4 LB8 K4 CLR16 K2 DR38 WG12 Y6 WG/24","Tartan Number: 7072. Earliest known date: 2005","","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:53"
"House of Tartan","7076","Personal","Clinton Personal Tartan","B#2c2c80 BLUE; LRB#1474b4 BALMORAL BLUE; BB#3850c8 OLD BLUE; FSB#2474e8 FS BLUE; XR#d40000 BASIC RED; W#e0e0e0 WHITE; K#101010 BLACK; SB#7878a8 SKY BLUE; EG#009468 EMERALD; MP#9c68a4 MAUVE; P#780078 PURPLE; ","W/6 B54 K8 SB10 K16 XR36 B12 W/10","Tartan Number: 7076. Earliest known date: 2006","Presented to Bill Clinton by Tom Hunter, christmas 2006","Copyright © Blair Urquhart, Comrie, 2015","2016/10/31 08:47:53"
