"Origin ID","Name","Alternative Name","Description","Category","Source","Origin URL"
"1596","Recovery","Recovery Corporate Tartan WR2439","Produced by the Castle Craig Clinic for National use and fund raising","Other","The source of tartan 2439 was: Peter McCann / Lochcarron Weavers","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1596.htm"
"1597","Wilson's No. 30","Wilson's No. 30 WR244","The source of tartan 244 was: Wilson's pattern book 1819","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1597.htm"
"1598","Recovery","Recovery Hunting Corporate Tartan WR2440","Produce by the Castle Craig Clinic for National use and fund raising.","Other","The source of tartan 2440 was: Peter McCann / Lochcarron Weavers","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1598.htm"
"1599","Recovery","Recovery Dress Corporate Tartan WR2441","Produced by the Castle Craig Clinic for National use and fund raising.","Other","The source of tartan 2441 was: Peter McCann / Lochcarron Weavers","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1599.htm"
"1600","Scottish Qualifications Authority","Scottish Qualifications Authority Corporate Tartan WR2442","Livery tartan in the corporate colours of the SQA.","Other","The source of tartan 2442 was: Polly Wittering , House of Edgar (Woollens) Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1600.htm"
"1601","Shepherd Check","Shepherd Check Family / Name Tartan WR2444","Sample from Mcgregor Hastie Collection. 20 threads per inch. For display purposes the thread count is double This check is found in various sett sizes.","Other","The source of tartan 2444 was: Mcgregor Hastie Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1601.htm"
"1602","Kipp","Kipp Place Tartan WR2445","Land owned by the designer call 'Kipp'. This possibly means 'shoulder' or 'protruding land from a hill' from old Scots.","Other","The source of tartan 2445 was: Annette Baird Brown","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1602.htm"
"1603","Midlothian","Midlothian Corporate.District Tartan WR2446","Created for the reopening of the Dalkeith Corn Exchange. From 30th May 1999 the copyright was made over to Marion Ann McGill.","Other","The source of tartan 2446 was: David McGill McGill &Co ( Edinburgh) Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1603.htm"
"1604","Royal Canadian Mounted Police","Royal Canadian Mounted Police Corporate Tartan WR2447","An official tartan presented in a ceremony by HRH The Princess Royal 25th June 1998, New Brunwick.","Other","The source of tartan 2447 was: Mrs Violet Holmes","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1604.htm"
"1605","Over Mountain","Over Mountain Commemorative Tartan WR2448","Commemorating the Scots who travelled the Great Philadelphia Wagon Road who settled in the South Appalchian Mountains. In the War of Independence the guerrillas from the area callesd 'Over Mountain' men defeated a sizable British force in 1780.","Other","The source of tartan 2448 was: Katie A.Boyd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1605.htm"
"1606","Langholm Millennium","Langholm Millennium Trade Commemorate Tartan WR2449","Created using the colours of the major organisations locally (Langholm).","Other","The source of tartan 2449 was: P.A.Keeney of Arthur Bell (Scotch Tweeds)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1606.htm"
"1607","Wilson's No. 157","Wilson's No. 157 WR245","B = 'Officers Blue'","Other","The source of tartan 245 was: Wilson's pattern book 1819","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1607.htm"
"1608","Robert Gordon University","Robert Gordon University University Tartan WR2450","A livery and promotional tartan for the University.","University","The source of tartan 2450 was: Mike King","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1608.htm"
"1609","Spirit of Scotland","Spirit of Scotland Universal Trade Tartan WR2451","Universal tartan for use in the hire trade.","Other","The source of tartan 2451 was: Mike King of Philip King & Co","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1609.htm"
"1610","Royal British Legion, The","Royal British Legion, The Corporate Tartan WR2452","The source of tartan 2452 was: Copyright:- The Royal British Legion","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1610.htm"
"1611","Anne Arundel County","Anne Arundel County Corporate District Tartan WR2453","Proposeed by the Anne County Scottish Festival Inc.","County","The source of tartan 2453 was: Scottish Tartans Society (KGAL)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1611.htm"
"1612","California State","California State WR2454","On July 23, 2001 Governor Davis approved and signed Assembly Bill 614 that designated this design as the official State Tartan. It was filed with the Secretary of State 24th July 2001. The control of the weaving of this tartan is with the designers.","State","J Howard Standing & Thomas Ferguson","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1612.htm"
"1613","MacDuff","MacDuff Clan Tartan WR2455","In early sources there are many small variations of this design, particually in the shades and width if the red and blue bands.","Other","The source of tartan 2455 was: Various","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1613.htm"
"1614","James","James Family Tartan WR2456","For the Dumfries-shire family of Dr Anthony Edward James.","Other","The source of tartan 2456 was: James Scarlett M.B.E.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1614.htm"
"1615","Royal College of Surgeons of Edinburgh","Royal College of Surgeons of Edinburgh The Corporate Tartan WR2457","The College was established by Royal Charter by James IV in 1506.","Other","The source of tartan 2457 was: Kinloch Anderson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1615.htm"
"1616","Border Sett","Border Sett Tartan WR2458","The source of tartan 2458 was: Wilson's of Bannockburn","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1616.htm"
"1617","Northcroft","Northcroft Family Tartan WR2459","Northcroft family originally crofters from the Black Isle.","Other","The source of tartan 2459 was: House of Edgar (Wollens) Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1617.htm"
"1618","Clergy","Clergy or Priest Clan Tartan WR246","This sett is recorded by D.C.Stewart in the 1974 edition of 'The Setts...' No 28. Wilson's sett came to light after the first edition was published in 1950.","Other","The source of tartan 246 was: Wilson's of Bannockburn","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1618.htm"
"1619","Morris of Balgonie","Morris of Balgonie Family Tartan WR2460","Resricted","Other","The source of tartan 2460 was: J.D.Scarlett MBE/Balgonie","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1619.htm"
"1620","Suffolk County Police","Suffolk County Police Corporate Tartan WR2461","Suffolk County Police pipe band.","County","The source of tartan 2461 was: Hugh Macpherson Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1620.htm"
"1621","Bank of Scotland","Bank of Scotland Corporate Tartan WR2462","Corporate Tartan, to commemorate the founding of the Bank of Scotland 1695.","Other","The source of tartan 2462 was: House of Edgar (Wollens) Limted","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1621.htm"
"1622","Marie Curie Fields of Hope","Marie Curie Fields of Hope Corporate Tartan WR2463","The tartan was designed for the Scottish Office of the Marie Curie Fund. The yellow denotes the daffodil of the corporate symbol.","Other","The source of tartan 2463 was: House of Edgar (Wollens) Limited","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1622.htm"
"1623","O'Neill","O'Neill Name Tartan WR2464","This sample was submitted to Eward J.O'Brien as an O'Brian tartan in Australia. It was then identified as O'Neill but purely on hearsay evidence. This count is taken from a good photograph of the sample.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1623.htm"
"1624","Wylie","Wylie Family Tartan WR2465","Produced by : The Honourable, Seymour Bruce Wylie, QS., CD., FSA Scot.. For those named Wylie (however spelled).","Other","The source of tartan 2465 was: S.B.Wylie - Wylie Of Lothian","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1624.htm"
"1625","Caithness","Caithness Trade District Tartan WR2466","Sample from MacAllans of Wick and Thurso","Other","The source of tartan 2466 was: Trudi Mann","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1625.htm"
"1626","Pendleton","Pendleton Hunting Corporate Tartan WR2467","The family business Pendleton Mills, holds the reputation for the manufacture of quality woollens using tartan. They have been established since 1863 and are located in Portland,Oregan. The sample was used here was a 2.75 inch sett in weave with the tan over check being a very light fawn, lighter than displayed here.","Other","The source of tartan 2467 was: Ms Annette Hoeffel from Pendleton Woolen Mills","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1626.htm"
"1627","Pendleton","Pendleton Dress Corporate Tartan WR2468","The family business Pendleton Mills, holds the reputation for the manufacture of quality woollens using tartan. They have been established since 1863 and are located in Portland,Oregan.","Other","The source of tartan 2468 was: Ms Annette Hoeffel from Pendleton Woolen Mills","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1627.htm"
"1628","Pride of Scotland","Pride of Scotland Universal Tartan WR2469","This tartan is a Registered Design under the Design Act. It was created for all who aspire to an association with Scotland and might not have a clan or family connection that would enable them to wear a tartan of their own. The colours represent:- Blue and White for Saltire. Purple and Green for the hills.","Other","The source of tartan 2469 was: Woven by Lochcarron","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1628.htm"
"1629","Unnamed","Unnamed No. 115 Tartan WR247","This sett is taken from the records of Messrs Bolingbroke and Jones of Norwich, who were weavers around 1870. Some of the tartans have been adopted or modified in recent times as the copyright of the designs is now in the public domain.","Other","The source of tartan 247 was: Norwich Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1629.htm"
"1630","Wagland","Wagland Family/Name Tartan WR2470","For Douglas Wagland, Baron of Pitcruivie Fife and for anyone with the name but by agreement.","Other","The source of tartan 2470 was: STS (KGAL) for Douglas Wagland of Pitcruivie","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1630.htm"
"1631","Border Reiver","Border Reiver, The District Tartan WR2471","Produced for the Border Gathering 1998.","Other","The source of tartan 2471 was: STS Sample, Designer Unknowm","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1631.htm"
"1632","Hebridean Old..","Hebridean Old.. District Tartan WR248","The source of tartan 248 was: Bute collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1632.htm"
"1633","Hebridean Old..","Hebridean Old.. District Tartan WR249","The source of tartan 249 was: Bute collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1633.htm"
"1634","Sutherland","Sutherland Artifact Tartan WR25","The source of tartan 25 was: Fort William Museum","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1634.htm"
"1635","Wilson's No. 172","Wilson's No. 172 WR250","The source of tartan 250 was: Wilson's pattern book 1819","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1635.htm"
"1636","Gordon","Gordon Trade Tartan WR251","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 251 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1636.htm"
"1637","Argyll","Argyll Campbell Clan Tartan WR252","Sample J.T. Dunbar No. A8 - 47","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1637.htm"
"1638","Keith","Keith and Austin Clan Tartan WR253","Also recorded in Wilson's of Bannockburn, 1819 pattern book as No. 75 or Austin. D W Stewart writes in 'Old and Rare..'in 1893, ""that it is included in every early collection."" The Keiths were a powerful Celtic family, who held the hereditary office of Great Marischal of Scotland. They are associated with Dunottar Castle, near Stonehaven.","Other","The source of tartan 253 was: Old & Rare No 12","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1638.htm"
"1639","Austin","Austin or Keith Clan Tartan WR254","'Old and Rare Scottish Tartans' (1893), contains a selection of forty five setts, woven in silk, of special interest or antiquity. Many of the illustrated tartans owe their present day popularity to the publication of this work. The author was D. W. Stewart.","Other","The source of tartan 254 was: Old & Rare No 12","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1639.htm"
"1640","Sutherland","Sutherland 42nd Clan Tartan WR255","Shortened 'Black Watch'. Specimen in Museum of Antiquities.","Other","The source of tartan 255 was: Wilson's '1819'","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1640.htm"
"1641","Black Watch","Black Watch Regimental Tartan WR256","An unusual variation of the Black Watch sett. No source is given.","Other","The source of tartan 256 was: Unknown","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1641.htm"
"1642","Fletcher","Fletcher Clan Tartan WR257","Sometimes known as Fletcher of Saltoun, but commonly worn by all the Scottish Fletchers regardless family origins. According to legend, ""Is e Clann-an-leisdeir a thog a cued smuid thug goil air uisge 'an Urcha."" (It was the Fletcher clan that first raised smoke and boiled their water in Glen Orchy.)","Other","The source of tartan 257 was: W & A K Johnston, 1906","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1642.htm"
"1643","Mowat","Mowat Clan Tartan WR258","The source of tartan 258 was: W & A K Johnston","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1643.htm"
"1644","Ramsay","Ramsay Clan Tartan WR259","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 259 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1644.htm"
"1645","Round Table","Round Table Corporate Tartan WR26","","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1645.htm"
"1646","Jahore","Jahore Regimental Tartan WR260","A tartan supplied to the Sultan of Jahore by the regimental kiltmakers, Anderson's of Edinburgh (now Kinloch Anderson) around 1930.","Other","The source of tartan 260 was: Dgn Anderson's of Edinburgh","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1646.htm"
"1647","Arran","Arran (Navy) U.S.A. Tartan WR261","The source of tartan 261 was: Pendleton Woolen Mills 1989","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1647.htm"
"1648","Unidentified","Unidentified French Tartan WR262","The source of tartan 262 was: Guy Anthoine","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1648.htm"
"1649","MacLeod of Skye","MacLeod of Skye Clan Tartan WR263","The source of tartan 263 was: W & A K Johnston","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1649.htm"
"1650","MacKay","MacKay Clan Tartan WR264","The design comes from the Vestiarium Scoticum (1842). The authors, the Sobieski Stuart brothers, enjoyed a popular following among the Scottish gentry in the early Victorian era, and in the spirit of the times, added mystery, romance and some spurious historical documentation to the subject of tartan. Of the better known tartans, the book offers some minor variation, but in other cases it provides the only recorded version of many tartans in use today. This sett is often called the 'Blue' MacKay.","Other","The source of tartan 264 was: Vestiarium Scoticum No: 35","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1650.htm"
"1651","Murray of Atholl","Murray of Atholl Clan Tartan WR265","This sample comes from the MacGregor-Hastie collection which forms the basis of the cloth archive of the Scottish Tartans Society. Some of the samples, including this one, were unmarked. One can assume that the sample dates between 1930 and 1950.","Other","The source of tartan 265 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1651.htm"
"1652","MacKenzie","MacKenzie Clan Tartan WR266","The source of tartan 266 was: STS collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1652.htm"
"1653","MacKenzie","MacKenzie Clan Tartan WR267","The MacKenzie is the regimental tartan of the Seaforth Highlanders, who were raised by MacKenzie, Earl of Seaforth, in 1778. The clan held lands in Ross-shire and around Muir of Ord, but in the 12th century, they were removed to Wester Ross, (Kintail). The chiefly line of Kintail died out (as prophesised by the Brahan Seer) and the MacKenzies of Cromarty were recognised as Chiefs of the Clan. Wilson's 1819 pattern book records various widths and weights of cloth suitable for the different ranks in the regiment.","Other","The source of tartan 267 was: Wilson's of Bannockburn '1819'","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1653.htm"
"1654","Maud","Maud Mary Irish Tartan WR268","Dublin","Other","The source of tartan 268 was: Robert Mitchell 1815 - 1892","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1654.htm"
"1655","Wilson's No. 137","Wilson's No. 137 WR269","The source of tartan 269 was: Wilson's pattern book 1819","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1655.htm"
"1656","Bannockbane","Bannockbane Trade Tartan WR27","The source of tartan 27 was: Donald Broun 1984","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1656.htm"
"1657","Colquhoun","Colquhoun Clan Tartan WR270","The Sobieski Brothers claimed ancient authenticity for the setts published in the Vestiarium Scoticum. It seems more likely that the slight difference from the normal pattern, is the result of a transcription error and the sett was in fact copied from 'The Scottish Gael' published only eleven years earlier, in 1831, or an intentional alteration to add mystery to the deception.","Other","The source of tartan 270 was: Vestiarium Scoticum No 64","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1657.htm"
"1658","Murray","Murray Clan Tartan WR271","A simplified version of the Murray of Atholl. The Cockburn collection housed in the Mitchell Library in Glasgow, is one of the earliest references for clan tartans. James Logan, in his book, The Scottish Gael (1831), wrote concerning the Black Watch, that ""...a red stripe is often introduced"", and this by Lord Murray who commanded the regiment.","Other","The source of tartan 271 was: Cockburn Collection No. 12","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1658.htm"
"1659","Fletcher of Dunans","Fletcher of Dunans Clan Tartan WR272","The Fletchers of Dunans tartan is distinguished by a red stripe in place of the more usual black. Fletchers were arrow makers associated with the Stewarts and Campbells in Argyll and with the MacGregors in Perthshire.","Other","The source of tartan 272 was: W & A K Johnston","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1659.htm"
"1660","Baird","Baird Clan Tartan WR273","This tartan is first recorded in Johnston's work of 1906, and the sample from the Highland Society of London probably dates from the same period. In both these early references the triple stripes are rendered in red. Today, however, they are generally woven in purple. The name originates from 'bard' meaning poet. The Bairds owned estates in Aberdeenshire which were later purchased by the Gordons.","Other","The source of tartan 273 was: Highland Society of London","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1660.htm"
"1661","Colquhoun","Colquhoun Clan Tartan WR274","The Bonnie Banks and Braes of Loch Lomand were the setting for the interesting and sometimes violent history of the Colquhouns of Luss. Their tartan is well documented, appearing in the earliest collections, and certified by the Chief, with his seal and signature, in the archives of the Highland Society of London. (c.1816). The Clan tartan, in its present form, was woven by Wilson's of Bannockburn at the beginning of the 19th century and recorded in the firms pattern books dated 1819.","Other","The source of tartan 274 was: Cockburn Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1661.htm"
"1662","Colquhoun","Colquhoun Clan Tartan WR275","Wilson's of Bannockburn often used purple in place of blue, as shown in this sample from Paton's collection.","Other","The source of tartan 275 was: Paton's collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1662.htm"
"1663","Unidentified","Unidentified Canada (?) Tartan WR276","The source of tartan 276 was: Mrs Elspie Gillespie 1978","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1663.htm"
"1664","Sir George","Sir George Etienne-Cartier Canada Tartan WR277","A tartan in a group produced by Sainthill-Levine & Co Ltd. under the title ""Founders of Confederation"" tartans.","Other","The source of tartan 277 was: Sainthill-Levine Ltd","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1664.htm"
"1665","Baillie","Baillie Clan Tartan WR278","The pattern books of the old firm of weavers, Wilson's of Bannockburn, provide a definitive source for the Baillie tartan. Wilson's were in business with a monopoly to supply tartan to the regiments. Wilson supplied the MacLeods, the MacKenzies and the Campbells with variations of the basic 'Black Watch' regimental sett. The Fencibles regiments were formed as a 'home guard' at the time of the Napoleonic Wars. Baillies Fencibles were disbanded in 1802 and it has been suggested that it was the white stripe.","Other","The source of tartan 278 was: Wilson's pattern book 1819","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1665.htm"
"1666","MacKenzie","MacKenzie Seaforth Regimental Tartan WR279","Wilson's book has a range of qualities for different ranks in the regiment.","Other","The source of tartan 279 was: Wilson's pattern book 1819","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1666.htm"
"1667","Unidentified","Unidentified Tartan 28","The source of tartan 28 was: STS 4 1985","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1667.htm"
"1668","MacLeod of Gesto","MacLeod of Gesto Clan Tartan WR280","The source of tartan 280 was: Provost MacBean Collection","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1668.htm"
"1669","Murray of Atholl","Murray of Atholl Clan Tartan WR281","Also known as Atholl District tartan. James Logan suggested that the tartan derived from the Black Watch and that Lord Murray, who commanded the regiment, introduced the red lines. Logans count varies slightly from the one given here. In 'The Highland Textile' by James Scarlet this count is said to be sometimes called 'Murray of Mansfeild'.","Other","The source of tartan 281 was: Cockburn Collection No 13","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1669.htm"
"1670","Unnamed","Unnamed Tartan WR282","This sett is taken from the records of Messrs Bolingbroke and Jones of Norwich, who were weavers around 1870. Some of the tartans have been adopted or modified in recent times as the copyright of the designs is now in the public domain.","Other","The source of tartan 282 was: Norwich Collection.","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1670.htm"
"1671","MacCorquodale","MacCorquodale Clan Tartan WR283","Sample give to STS in 1981 by Kinloch Andersons of Edinburgh.","Other","The source of tartan 283 was: Dalgleish collection. 1981","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1671.htm"
"1672","Kilburnie","Kilburnie Trade Tartan WR284","No count given.","Other","The source of tartan 284 was: Moffat Weavers Shop","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1672.htm"
"1673","Bonner","Bonner (Bonnar) Family Tartan WR285","MacKinlay (Fractional scale). Meaning 'gentle' (from the French) or `Bona res...' A good thing, this reputedly spoken by the King of France after a very un-gentle act of war on the part of Guilhen de Bonares as he was called thereafter. (Guilhen de Bonares is recorded in Perthshire c.1200) Little is known of the tartan apart from MacKinlay's carefully recorded sketch and a possible Black Watch connection in the design.","Other","The source of tartan 285 was: Unknown / MacKinlay Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1673.htm"
"1674","Thom(p)son's","Thom(p)son's Fancy Personal Tartan WR286","Designed for his own use.","Other","The source of tartan 286 was: Dgn. J. C. Thompson","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1674.htm"
"1675","Ogilvy","Ogilvy Clan Tartan WR287","Only first half of the sett shown due to technical limitations.","Other","The source of tartan 287 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1675.htm"
"1676","Comyn","Comyn Cumming Clan Tartan WR288","There is a specimen of Logan's version of the Comyn tartan in the Scottish Tartans Society collection.","Other","The source of tartan 288 was: Logan","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1676.htm"
"1677","Dalmeny","Dalmeny Clan Tartan WR289","...","Other","The source of tartan 289 was: From a Tolbooth Folder (STS)","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1677.htm"
"1678","Murdoch, William, (Scottish Gas)","Murdoch, William, (Scottish Gas) STWR29","Permission required from Scottish Gas to reveal thread count.","Other","Source: Scottish Gas 1985","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1678.htm"
"1679","Dollar Academy","Dollar Academy Corporate Tartan WR290","Designed in the 1930s by a John Husband a former pupil.","Academy","Jon Husband","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1679.htm"
"1680","Dyce","Dyce Clan Tartan WR291","The source of tartan 291 was: W & A K Johnston","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1680.htm"
"1681","Rankine","Rankine Clan Tartan WR292","Sett recorded in 1822","Other","The source of tartan 292 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1681.htm"
"1682","Forbes","Forbes Dress Clan Tartan WR293","Lochcarron Specimen.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1682.htm"
"1683","Gordon","Gordon Dress Tartan WR294","No source given.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1683.htm"
"1684","Sutherland","Sutherland Dress Clan Tartan WR295","From John Lewis (Dept Store) Oxford Street London c.1930.","Other","The source of tartan 295 was: MacGregor-Hastie Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1684.htm"
"1685","Lamont","Lamont Clan Tartan WR296","The source of tartan 296 was: Smibert No 7","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1685.htm"
"1686","Dyce","Dyce Clan Tartan WR297","No source given.","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1686.htm"
"1687","Louise","Louise Commemorative Tartan WR298","A variation of M'Kissock's design of 1871, published in the Tartans of the Clans and Septs of Scotland, 1906.","Other","The source of tartan 298 was: W & A K Johnston","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1687.htm"
"1688","Robertson of Kindeace","Robertson of Kindeace WR299","Also known as the 'Hunting Robertson'. The sett is reputedly ancient, and resembles the 'Athol Murray', though used by only by the Robertsons of the North. The Cockburn Collection is housed in the Mitchell Library in Glasgow. It contains some of the oldest preserved specimens of tartan which were collected between 1810 and 1815. The Robertsons claim descent from 'Donnachaidh Reamhair' who led the clan at the battle of Bannockburn. The Clan Donnachaidh museum is at Blair Atholl.","Other","The source of tartan 299 was: Cockburn Collection","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1688.htm"
"1689","Campbell of Loudoun","Campbell of Loudoun Clan Tartan WR3","The rarest of the Campbell tartans, Loudoun is nevertheless, acknowledged by the MacCailein Mor, Chief of the Clan Campbell. It is similar to the Campbell of Argyll except for a different arrangement of black 'tramlines' on the blue stripe. The tartan may have its origin in the formation of 'Loudouns Highlanders' raised at the time of the '45 and disbanded in 1748 though a similar claim is made for another sett. The weavers, Wilson's of Bannockburn, produced many variations of the Black Watch for the Highland Regiments.","Other","The source of tartan 3 was: Grant","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1689.htm"
"1690","Strathclyde","Strathclyde District Tartan WR30","Noted","Other","The source of tartan 30 was: J. & S. Lawson, Edinburgh","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1690.htm"
"1691","Forbes","Forbes Clan Tartan WR300","Thomas Smibert in his 'The Clans of the Highlands of Scotland' (1850) in illustrating the Forbes and Lamont, observes the distinction of the white lines being edged or not with black guards but over elaborates his foundation with double pairs of black lines on every blue band.","Other","The source of tartan 300 was: Smibert","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1691.htm"
"1692","Forbes","Forbes Clan Tartan WR301","Published in the 'Scottish Gael', 1831","Other","The source of tartan 301 was: James Logan, 1831","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1692.htm"
"1693","Baillie","Baillie Clan Tartan WR302","This sett appears in the Highland Society of London collection. It is the same as Logan's Forbes tartan which is similar to the Lamont. The use of purple suggests that the sample was woven by Wilson's of Bannockburn, but Wilson produced a different sett for Baillie. The most rational explanation is that this pattern was worn by many families before clan and family names became associated with tartans.","Other","The source of tartan 302 was: Highland Society of London","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1693.htm"
"1694","Alison / Allison","Alison / Allison Family Tartan WR303","MacKinlay stripe.","Other","The source of tartan 303 was: MacKinlay","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1694.htm"
"1695","Forbes","Forbes Clan Tartan WR304","A variation on the version published by W & A Smith in 1850.","Other","The source of tartan 304 was: J. Dalgetty, Forfar","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1695.htm"
"1696","Gordon","Gordon Dress Family Tartan WR305","The source of tartan 305 was: Johnston's of Elgin 1985","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1696.htm"
"1697","Wilson's No. 173","Wilson's No. 173 WR306","The source of tartan 306 was: Wilson's of Bannockburn '1819'","Other","","http://www.tartans.scotland.net/tartan_info.cfm@tartan_id=1697.htm"
